"Subject","Target.RT.notono_invalida_congruent","Target.RT.notono_invalida_incongruent","Target.RT.notono_nocue_congruent","Target.RT.notono_nocue_incongruent","Target.RT.notono_valida_congruent","Target.RT.notono_valida_incongruent","Target.RT.tono_invalida_congruent","Target.RT.tono_invalida_incongruent","Target.RT.tono_nocue_congruent","Target.RT.tono_nocue_incongruent","Target.RT.tono_valida_congruent","Target.RT.tono_valida_incongruent","notono_RT","tono_RT","invalid_RT","nocue_RT","valid_RT","congruent_RT","incongruent_RT"
217,599.875,664.041666666667,614.25,611.608695652174,598.347826086957,616.173913043478,663.565217391304,638.727272727273,592.708333333333,676.4,587.652173913043,582.380952380952,617.567375886525,622.654135338346,641.376344086022,621.56043956044,596.444444444444,609.248226950355,631.473684210526
218,511.869565217391,567.809523809524,543.130434782609,543.681818181818,468.636363636364,552,533.909090909091,562,543.4,609.428571428571,503.142857142857,588.782608695652,530.534351145038,557.165354330709,542.825581395349,559.523255813953,528.581395348837,517.213740458015,570.905511811024
220,516.863636363636,602.7,564,631.666666666667,518.5,559.636363636364,591.869565217391,605.086956521739,525.818181818182,563.708333333333,488.875,541.958333333333,565.970149253731,552.621428571429,579.034090909091,572.265957446809,526.728260869565,534.510948905109,583.788321167883
221,583.416666666667,609,560.5,637.761904761905,578.869565217391,587.521739130435,521.666666666667,602.478260869565,506.25,530.217391304348,449.833333333333,506.478260869565,592.352941176471,518.914893617021,578.574468085106,556.322222222222,529.806451612903,532.716312056738,578.044117647059
222,521.05,633.933333333333,573.818181818182,543.941176470588,565.611111111111,590.157894736842,544.130434782609,618.666666666667,513.826086956522,572.136363636364,491.25,604.272727272727,569.324324324324,554.090909090909,573.434210526316,550.904761904762,559.975903614458,533.453846153846,592.796460176991
223,1003.13636363636,1061.66666666667,1011.73913043478,1009.38095238095,971,1034,968.375,1041.5652173913,949.166666666667,1061.82608695652,919.375,1017.14285714286,1012.734375,991.539568345324,1015.81609195402,1007.35164835165,982.123595505618,969.709219858156,1037.5
224,606.478260869565,663,635.681818181818,619.789473684211,507.545454545455,547.736842105263,534.826086956522,663.181818181818,518.958333333333,580.65,520.583333333333,541.083333333333,595.260162601626,557.948905109489,613.651162790698,586.223529411765,528.685393258427,553.260869565217,600.868852459016
225,546,597.181818181818,516.958333333333,598.541666666667,602.739130434783,542.304347826087,549.416666666667,621.375,509.916666666667,566.04347826087,539.875,549.869565217391,566.785714285714,556.056338028169,578.095744680851,547.673684210526,558.494623655914,543.741258741259,579.532374100719
226,553.434782608696,527.608695652174,589.217391304348,596.181818181818,505.434782608696,559.090909090909,508.833333333333,539.260869565217,528.708333333333,559.583333333333,482.095238095238,491.952380952381,554.830882352941,519.627737226277,532.032258064516,567.602150537634,510.114942528736,528.485507246377,546.037037037037
227,507.869565217391,580.111111111111,546.5,543.818181818182,503.695652173913,495.434782608696,512.636363636364,620.190476190476,479.913043478261,521.208333333333,496.166666666667,515.695652173913,527.404580152672,522.759124087591,552.678571428571,522.351648351648,502.677419354839,507.394160583942,543.473282442748
