"Subject","Target.RT.notono_invalida_congruent","Target.RT.notono_invalida_incongruent","Target.RT.notono_nocue_congruent","Target.RT.notono_nocue_incongruent","Target.RT.notono_valida_congruent","Target.RT.notono_valida_incongruent","Target.RT.tono_invalida_congruent","Target.RT.tono_invalida_incongruent","Target.RT.tono_nocue_congruent","Target.RT.tono_nocue_incongruent","Target.RT.tono_valida_congruent","Target.RT.tono_valida_incongruent","notono_RT","tono_RT","invalid_RT","nocue_RT","valid_RT","congruent_RT","incongruent_RT"
198,558.636363636364,644.1875,540.611111111111,664.3,554,659.526315789474,545.875,620.65,497.434782608696,614.363636363636,479.291666666667,553.045454545455,600.737288135593,549.192592592593,586.719512195122,578,556.170454545455,528.417910447761,623.697478991597
199,592.090909090909,542.583333333333,529.590909090909,544.478260869565,502.454545454545,511.652173913043,512.181818181818,535.375,510.958333333333,552.916666666667,494.95652173913,568.047619047619,537.088235294118,528.717391304348,545.271739130435,534.483870967742,518.370786516854,523.303703703704,542.165467625899
200,523.869565217391,640.590909090909,574.380952380952,676.285714285714,531.391304347826,550.909090909091,508.652173913043,641.695652173913,540.772727272727,590.173913043478,480.272727272727,586.409090909091,581.424242424242,558.488888888889,578.021978021978,594.655172413793,537.179775280899,526.082089552239,613.902255639098
201,546.708333333333,673.5,557,680.571428571429,501.47619047619,722.647058823529,584.869565217391,694.571428571429,536,680.25,563.55,644,608.032258064516,616.917910447761,620.784090909091,613.1,603.1875,548.390977443609,681.016
202,513.416666666667,559.181818181818,558.458333333333,565.181818181818,486.086956521739,512.95652173913,524.666666666667,568.25,481.458333333333,552.041666666667,472.458333333333,542.625,532.166666666667,523.583333333333,541,538.734042553191,503.617021276596,506.230769230769,549.956834532374
203,513.416666666667,555.083333333333,501.454545454545,541.782608695652,492.954545454545,548,481.083333333333,541.434782608696,461.458333333333,505,431.772727272727,498.333333333333,526.143884892086,486.900709219858,522.557894736842,502.021505376344,494.086956521739,480.572463768116,531.464788732394
204,631.52380952381,691.5,675.541666666667,691.380952380952,651.190476190476,642.478260869565,632.090909090909,719.5,631.5,644.130434782609,569.130434782609,683.454545454545,664.083333333333,645.823529411765,669.080459770115,659.815217391304,635.707865168539,631.866666666667,678.112781954887
205,562.565217391304,685,673.565217391304,648.583333333333,622.541666666667,596.428571428571,596.875,660.666666666667,526.434782608696,556.5,585.545454545455,646,631.627737226277,595.607142857143,625.698924731183,601.297872340426,613.4,594.870503597122,632.108695652174
206,886.823529411765,894.722222222222,834.047619047619,920.461538461538,827.411764705882,794.25,766.75,786.785714285714,848.818181818182,740.210526315789,845.875,924.230769230769,857.21568627451,813.817307692308,833.782608695652,829.586666666667,843.91935483871,833.628318584071,837.344086021505
207,820.954545454545,744.421052631579,746.157894736842,738.210526315789,672.75,724.263157894737,850.25,749.95,721.176470588235,736.526315789474,678.444444444444,604.142857142857,742.576271186441,723.104347826087,792.703703703704,735.905405405405,668.141025641026,751.465517241379,714.623931623932
208,483.333333333333,591.416666666667,514.333333333333,533,467.208333333333,528.695652173913,483.625,539.958333333333,457.521739130435,520.416666666667,464.416666666667,501.583333333333,519.507042253521,494.846153846154,524.583333333333,506.553191489362,490.073684210526,478.552447552448,535.915492957746
209,601.833333333333,589.958333333333,614.782608695652,654.458333333333,585.916666666667,552.521739130435,596.666666666667,602.833333333333,534.708333333333,562.875,602.083333333333,536.434782608696,600.140845070423,572.853146853147,597.822916666667,591.463157894737,569.765957446809,589.153846153846,583.725352112676
210,599.478260869565,606.291666666667,571.869565217391,651.833333333333,557.565217391304,600.791666666667,578.142857142857,620.652173913043,570.809523809524,605.173913043478,554.666666666667,602.409090909091,598.432624113475,588.708955223881,601.703296703297,601.131868131868,578.58064516129,571.888888888889,614.721428571429
211,490.454545454545,535.590909090909,551.375,537.761904761905,516.590909090909,513.625,550.458333333333,541.434782608696,497,533.681818181818,465.227272727273,510.454545454545,524.377777777778,516.773722627737,530.076923076923,529.615384615385,501.744444444444,512.768115942029,528.559701492537
212,596.409090909091,618.055555555556,649.526315789474,658.863636363636,555.909090909091,567.95652173913,533.565217391304,637,541,574.25,509.625,607.375,606.150793650794,565.103703703704,593.469879518072,603.588235294118,560.225806451613,561.037313432836,610.11811023622
213,598.416666666667,643.541666666667,602.541666666667,661.708333333333,627.75,634.478260869565,644.5,691.375,562.304347826087,655.375,559.291666666667,621.954545454545,628.027972027972,622.589928057554,644.457446808511,621.094736842105,610.376344086022,598.751773049645,651.943262411348
214,499.909090909091,581.95652173913,502.260869565217,535.590909090909,452.863636363636,477.434782608696,485.041666666667,514.04347826087,443.625,497.695652173913,441.416666666667,521.625,508.607407407407,483.598591549296,520.076086956522,493.79347826087,473.731182795699,470.467625899281,521.289855072464
215,518.739130434783,542.772727272727,503.04347826087,518.458333333333,456.583333333333,495.5,522.416666666667,578.875,454,518.583333333333,419.333333333333,496.666666666667,505.391304347826,498.3125,540.89247311828,498.473684210526,466.414893617021,478.570422535211,525.314285714286
216,626.545454545455,689.181818181818,679.130434782609,641.636363636364,653.291666666667,621.375,632.652173913043,740.090909090909,572.086956521739,708.375,586.391304347826,642.333333333333,651.63503649635,646.726618705036,671.674157303371,651.032608695652,626.263157894737,625.210144927536,673.115942028986
