"Subject","Target.ACC.notono_invalida_congruent","Target.ACC.notono_invalida_incongruent","Target.ACC.notono_nocue_congruent","Target.ACC.notono_nocue_incongruent","Target.ACC.notono_valida_congruent","Target.ACC.notono_valida_incongruent","Target.ACC.tono_invalida_congruent","Target.ACC.tono_invalida_incongruent","Target.ACC.tono_nocue_congruent","Target.ACC.tono_nocue_incongruent","Target.ACC.tono_valida_congruent","Target.ACC.tono_valida_incongruent","notono_ACC","tono_ACC","invalid_ACC","nocue_ACC","valid_ACC","congruent_ACC","incongruent_ACC"
180,8.33333333333334,4.16666666666666,0,0,4.16666666666666,4.16666666666666,4.16666666666666,4.16666666666666,0,4.16666666666666,4.16666666666666,4.16666666666666,3.47222222222222,3.47222222222222,5.20833333333334,1.04166666666666,4.16666666666666,3.47222222222222,3.47222222222222
181,8.33333333333334,4.16666666666666,4.16666666666666,4.16666666666666,8.33333333333334,4.16666666666666,12.5,16.6666666666667,0,12.5,0,4.16666666666666,5.55555555555556,7.63888888888888,10.4166666666667,5.20833333333334,4.16666666666666,5.55555555555556,7.63888888888888
182,0,4.16666666666666,4.16666666666666,0,0,8.33333333333334,4.16666666666666,0,4.16666666666666,4.16666666666666,0,0,2.77777777777778,2.08333333333334,2.08333333333334,3.125,2.08333333333334,2.08333333333334,2.77777777777778
184,20.8333333333333,4.16666666666666,8.33333333333334,0,4.16666666666666,4.16666666666666,0,4.16666666666666,4.16666666666666,8.33333333333334,0,0,6.94444444444444,2.77777777777778,7.29166666666666,5.20833333333334,2.08333333333334,6.25,3.47222222222222
185,12.5,0,0,4.16666666666666,0,8.33333333333334,0,0,4.16666666666666,0,12.5,4.16666666666666,4.16666666666666,3.47222222222222,3.125,2.08333333333334,6.25,4.86111111111112,2.77777777777778
186,12.5,4.16666666666666,8.33333333333334,4.16666666666666,8.33333333333334,8.33333333333334,8.33333333333334,12.5,0,4.16666666666666,0,0,7.63888888888888,4.16666666666666,9.375,4.16666666666666,4.16666666666666,6.25,5.55555555555556
187,12.5,12.5,0,8.33333333333334,0,0,12.5,25,4.16666666666666,16.6666666666667,20.8333333333333,12.5,5.55555555555556,15.2777777777778,15.625,7.29166666666666,8.33333333333334,8.33333333333334,12.5
188,20.8333333333333,8.33333333333334,4.16666666666666,4.16666666666666,16.6666666666667,16.6666666666667,8.33333333333334,4.16666666666666,4.16666666666666,8.33333333333334,4.16666666666666,12.5,11.8055555555556,6.94444444444444,10.4166666666667,5.20833333333334,12.5,9.72222222222222,9.02777777777778
189,12.5,8.33333333333334,8.33333333333334,8.33333333333334,16.6666666666667,12.5,16.6666666666667,12.5,25,4.16666666666666,12.5,4.16666666666666,11.1111111111111,12.5,12.5,11.4583333333333,11.4583333333333,15.2777777777778,8.33333333333334
190,0,0,0,0,0,4.16666666666666,4.16666666666666,8.33333333333334,0,0,8.33333333333334,0,0.694444444444442,3.47222222222222,3.125,0,3.125,2.08333333333334,2.08333333333334
191,0,4.16666666666666,0,0,0,8.33333333333334,0,4.16666666666666,0,0,0,0,2.08333333333334,0.694444444444442,2.08333333333334,0,2.08333333333334,0,2.77777777777778
192,16.6666666666667,12.5,20.8333333333333,4.16666666666666,16.6666666666667,16.6666666666667,16.6666666666667,8.33333333333334,20.8333333333333,8.33333333333334,12.5,20.8333333333333,14.5833333333333,14.5833333333333,13.5416666666667,13.5416666666667,16.6666666666667,17.3611111111111,11.8055555555556
193,8.33333333333334,12.5,4.16666666666666,16.6666666666667,4.16666666666666,29.1666666666667,4.16666666666666,12.5,0,4.16666666666666,4.16666666666666,8.33333333333334,12.5,5.55555555555556,9.375,6.25,11.4583333333333,4.16666666666666,13.8888888888889
194,16.6666666666667,25,4.16666666666666,4.16666666666666,12.5,20.8333333333333,0,8.33333333333334,12.5,16.6666666666667,12.5,4.16666666666666,13.8888888888889,9.02777777777778,12.5,9.375,12.5,9.72222222222222,13.1944444444444
195,12.5,12.5,8.33333333333334,8.33333333333334,25,8.33333333333334,12.5,0,0,4.16666666666666,4.16666666666666,12.5,12.5,5.55555555555556,9.375,5.20833333333334,12.5,10.4166666666667,7.63888888888888
196,0,4.16666666666666,8.33333333333334,4.16666666666666,0,12.5,4.16666666666666,8.33333333333334,12.5,8.33333333333334,4.16666666666666,8.33333333333334,4.86111111111112,7.63888888888888,4.16666666666666,8.33333333333334,6.25,4.86111111111112,7.63888888888888
197,0,4.16666666666666,0,0,0,4.16666666666666,0,4.16666666666666,4.16666666666666,0,8.33333333333334,0,1.38888888888888,2.77777777777778,2.08333333333334,1.04166666666666,3.125,2.08333333333334,2.08333333333334
198,8.33333333333334,29.1666666666667,25,16.6666666666667,4.16666666666666,20.8333333333333,0,16.6666666666667,4.16666666666666,8.33333333333334,0,8.33333333333334,17.3611111111111,6.25,13.5416666666667,13.5416666666667,8.33333333333334,6.94444444444444,16.6666666666667
199,8.33333333333334,0,8.33333333333334,4.16666666666666,8.33333333333334,4.16666666666666,8.33333333333334,0,0,0,4.16666666666666,8.33333333333334,5.55555555555556,3.47222222222222,4.16666666666666,3.125,6.25,6.25,2.77777777777778
