"Subject","Validity_GeneralTask","Validity_IDtrials","Overall_RT","Alerting_RT","Orienting_RT","Congruency_RT","Overall_ACC","Alerting_ACC","Orienting_ACC","Congruency_ACC","Hits_Percentage","FA_Percentage","Ap","Bp","Hits_Slope","FA_Slope","Ap_Slope","Bp_Slope","AV_Mean","AV_SD","AV_Lapses","AV_Mean_Slope","AV_SD_Slope","AV_Lapses_Slope","ID_zRT","Exploratory_ID_zRTsame","Exploratory_ID_zRTopposite","ID_PercentageErrors","Exploratory_PercentageErrorssame","Exploratory_PercentageErrorsopposite"
164,"Yes","Yes",676.690566037736,42.8812941444521,41.8129571577847,-7.2774164099053,7.98611111111112,0.694444444444454,1.04166666666666,-7.63888888888889,85.4166666666667,10.8333333333333,0.927404832459539,0.126462045686475,2.5,-0.375258799171844,0.00779642168132071,-0.0630194422807312,477.739583333333,72.0042754273978,3.125,0.191071428571358,1.14127861188445,-0.00178571428571429,-0.0519285964298216,-0.0869093454672734,-0.0169478473923696,-4.16666666666667,-4.16666666666667,-4.16666666666667
166,"Yes","Yes",633.720430107527,58.6092592592593,100.715968885838,79.9066227889757,2.77777777777778,5.55555555555556,2.08333333333334,-4.16666666666667,37.5,2.23880597014925,0.825246382590862,0.829183814840471,-5.71428571428572,-0.135516657255788,-0.0130001630098681,0.0066360132724746,600.8125,238.238991572041,55.2083333333333,20.85,35.9535961838944,0.119642857142857,0.144808389435526,0.0634386328327292,0.226178146038322,0,0,0
167,"Yes","Yes",641.174418604651,78.299511371177,45.3361030328209,36.997113997114,10.0694444444444,10.4166666666667,5.20833333333333,3.47222222222222,41.6666666666667,2.41935483870968,0.83603483515507,0.822936426209962,-1.07142857142857,1.30434782608696,-0.00987140986170494,-0.068248565817204,494.802083333333,206.214534164974,20.8333333333333,1.36249999999996,29.9343176785897,0.0285714285714286,0.240236261764787,0.137923325329138,0.333248022160832,-12.5,-12.5,-12.5
168,"Yes","Yes",592.432142857143,-3.30113781315379,58.9817770232031,106.169728516024,2.77777777777778,1.38888888888888,-2.08333333333334,2.77777777777778,88.5416666666667,3.57142857142857,0.960209176263098,0.493147783010413,0.178571428571422,1.48010719439291,-0.00436840348743278,-0.172600255239766,443.666666666667,61.2837518891756,1.04166666666667,0.792857142857094,2.73387459017324,0.00892857142857143,0.12298522498321,0.190676068950078,0.049140667928445,0,-4.16666666666666,4.16666666666667
169,"Yes","Yes",530.810714285714,7.59285714285716,-17.6774193548388,44.0209704576765,2.77777777777778,0,0,1.38888888888888,60.4166666666667,3.47826086956522,0.8830827970024,0.753794938141031,2.5,1.44201082416185,-0.00055168102936983,-0.111418012823324,453.59375,64.7057433593357,4.16666666666667,1.76249999999998,4.45942709547368,0.0107142857142857,0.128644310938056,0.0725964682799216,0.180021500041346,4.16666666666666,8.33333333333334,0
170,"Yes","No",488.294545454545,6.87067597588066,25.5500936329588,81.4714194982534,4.51388888888888,-0.694444444444454,7.29166666666666,4.86111111111111,28.125,0.854700854700855,0.811166128896912,0.919534129271472,-11.6071428571429,-0.680272108843538,-0.0327699829931973,0.0463222654482945,486.489583333333,48.9710966939021,2.08333333333333,9.50892857142856,7.80697325891942,0.0142857142857143,0.0498832886660327,0.0498832886660327,NA,91.6666666666667,87.5,95.8333333333333
171,"Yes","No",589.158450704225,43.8239436619718,23.515120967742,31.8521126760564,1.38888888888888,0,3.125,0,78.125,3.96039603960396,0.930384078034092,0.635908942412944,0.178571428571428,-1.15584415584416,0.00422912066004163,0.0906672086358859,533.072916666667,51.3615143225818,7.29166666666667,-6.15535714285715,0.143244623556558,-0.0196428571428572,-0.0526953361599032,NA,-0.0526953361599032,91.6666666666667,95.8333333333333,87.5
172,"Yes","Yes",724.401459854015,-13.0387671305924,62.7268280753241,40.8985507246376,4.51388888888888,4.86111111111111,6.25,2.08333333333334,87.5,4.58015267175572,0.954163849509269,0.429003075056356,2.14285714285714,0.770273205055814,0.0036438420329806,-0.121407270172819,523.875,95.4357596005099,15.625,7.71071428571424,0.66596409846446,0.0410714285714286,0.124365816903177,0.183360542509105,0.0653710912972499,8.33333333333334,4.16666666666667,12.5
173,"Yes","Yes",510.339416058394,39.7807971014493,24.520264681555,30.9236999147486,4.51388888888888,0.694444444444454,-2.08333333333334,-0.694444444444454,81.25,5.08474576271187,0.934968467708139,0.518837369313128,-0.357142857142856,0.246237250881213,-0.00282970933196875,-0.0114813742738407,451.4375,40.6975526226539,0,-0.671428571428602,1.47323395124534,0,0.0179432455932338,0.0795984507153585,-0.043711959528891,0,0,0
174,"Yes","Yes",547.751798561151,55.8820210177563,48.5679055633474,3.92636702568348,3.47222222222222,-2.77777777777778,-1.04166666666666,4.16666666666667,72.9166666666667,4.80769230769231,0.912388537388537,0.623713244998152,-0.357142857142864,-0.287751464222053,-0.000372631155187912,0.0495712152793835,471.15625,69.1782332856681,3.125,5.49821428571424,9.20959837544784,0.0160714285714286,0.0305644646911058,0.0113328234721548,0.0515444369299615,4.16666666666666,0,8.33333333333334
175,"Yes","Yes",562.6,-17.1681022506251,41.8459259259259,65.4402673350041,16.6666666666667,2.77777777777778,-6.25,8.33333333333334,35.4166666666667,9.09090909090909,0.758224710338681,0.469167233057242,-6.07142857142858,0.260879471405787,-0.0195428829426507,-0.0016992211308759,536.552083333333,86.8036950209969,14.5833333333333,5.58749999999994,5.8439435657915,0.0107142857142857,-0.00433044134288945,0.0604300264051301,-0.0573162785912691,16.6666666666667,25,8.33333333333334
176,"Yes","Yes",524.363957597173,1.49375686744577,54.0661962365592,34.1302067725502,1.73611111111112,0.694444444444453,-3.125,0.694444444444453,82.2916666666667,2.75229357798165,0.946114820341869,0.689658705245565,-0.89285714285715,-0.873015873015873,1.01630564505673e-05,0.0778245082269691,498.072916666667,52.1379233211835,4.16666666666667,2.24821428571423,1.25972286029069,0.00357142857142857,0.172457020057307,0.168159025787966,0.176755014326648,0,0,0
177,"Yes","Yes",486.241935483871,41.2717426763228,70.3094405594405,64.4582010582011,13.5416666666667,9.02777777777778,9.375,22.9166666666667,19.7916666666667,0.934579439252336,0.785782246722321,0.889783047493727,-3.03571428571429,-0.21978021978022,-0.004945054945055,0.0156958920907418,531.510416666667,97.0498509765028,18.75,16.0696428571428,14.6209850565124,0.0571428571428571,-0.0105868879018967,0.0548898013911003,-0.0826112461241933,4.16666666666666,0,8.33333333333333
178,"Yes","Yes",513.421641791045,28.550613154961,41.578500522466,33.1746695666722,6.94444444444444,5.55555555555556,-1.04166666666666,6.94444444444444,68.75,5.64516129032258,0.896672995463318,0.602662259888719,3.57142857142857,0.2012987012987,0.00800561132163572,-0.0510477236338157,549.739583333333,70.356273021734,16.6666666666667,7.36249999999998,1.45017286531724,0.0321428571428571,-0.0202461263886082,-0.0381704954110885,-0.00381545478466798,-4.16666666666667,0,-8.33333333333334
