"Subject","EV_Hits_B1","EV_Hits_B2","EV_Hits_B3","EV_Hits_B4","EV_Hits_B5","EV_Hits_B6","EV_FA_B1","EV_FA_B2","EV_FA_B3","EV_FA_B4","EV_FA_B5","EV_FA_B6","EV_Ap_B1","EV_Ap_B2","EV_Ap_B3","EV_Ap_B4","EV_Ap_B5","EV_Ap_B6","EV_Bp_B1","EV_Bp_B2","EV_Bp_B3","EV_Bp_B4","EV_Bp_B5","EV_Bp_B6"
209,68.75,43.75,87.5,50,50,68.75,0,0,0,0,4.54545454545455,0,0.921875,0.859375,0.96875,0.875,0.846320346320346,0.921875,1,1,1,1,0.704225352112676,1
210,93.75,87.5,93.75,93.75,93.75,93.75,6.25,6.66666666666667,5.55555555555556,10.5263157894737,13.0434782608696,0,0.966666666666667,0.947470238095238,0.968641067538126,0.954466589267286,0.947248641304348,0.984375,0,0.274787535410765,0.0551454624402953,-0.232948509101211,-0.31873792659369,1
211,75,87.5,93.75,87.5,87.5,100,9.09090909090909,0,18.75,18.75,5.26315789473684,15.7894736842105,0.90094696969697,0.96875,0.930769230769231,0.907967032967033,0.951976294903927,0.960526315789474,0.388145315487572,1,-0.444444444444444,-0.164179104477612,0.373742864908943,-1
212,25,68.75,68.75,62.5,43.75,62.5,5.88235294117647,5,0,0,0,0,0.741957720588235,0.899581339712919,0.921875,0.90625,0.859375,0.90625,0.544078361531612,0.63787969029184,1,1,1,1
213,75,75,100,81.25,93.75,93.75,10.5263157894737,7.14285714285714,0,0,4.34782608695652,0,0.895059339525284,0.908882783882784,1,0.953125,0.972070569828722,0.984375,0.331284572833436,0.477386934673367,-1,1,0.16975012898946,1
214,43.75,31.25,56.25,75,43.75,56.25,0,0,0,0,0,0,0.859375,0.828125,0.890625,0.9375,0.859375,0.890625,1,1,1,1,1,1
215,87.5,81.25,62.5,100,75,68.75,5,6.25,0,0,0,0,0.95281954887218,0.930769230769231,0.90625,1,0.9375,0.921875,0.394422310756972,0.444444444444444,1,-1,1,1
216,50,43.75,37.5,50,50,43.75,5.26315789473684,0,5.55555555555556,0,0,0,0.841739766081871,0.859375,0.797521786492375,0.875,0.875,0.859375,0.66743648960739,1,0.634162743779422,1,1,1
217,87.5,87.5,93.75,81.25,56.25,75,0,4.76190476190476,0,4.16666666666667,0,0,0.96875,0.953582057823129,0.984375,0.938266443701226,0.890625,0.9375,1,0.413785207236089,1,0.584650112866817,1,1
218,62.5,81.25,68.75,68.75,81.25,62.5,0,16.6666666666667,26.3157894736842,8,0,4.76190476190476,0.90625,0.892467948717949,0.798279434381408,0.885990612648221,0.953125,0.882514880952381,1,0.0461997019374069,0.0512243547319656,0.489675196637126,1,0.675744141861938
220,56.25,43.75,62.5,37.5,56.25,37.5,0,5.88235294117647,5.26315789473684,0,0,4,0.890625,0.816972492121849,0.879989035087719,0.84375,0.890625,0.810572916666667,1,0.632695153118415,0.649154865235267,1,1,0.718449271377509
