"iteration","overall_RT","alerting_RT","orienting_RT","congruency_RT","n"
31,0.985106983297504,0.275954270076836,0.232507573320487,0.495843222710557,226
32,0.981004564187609,0.3988593859382,0.245230405686652,0.474623459529298,226
33,0.976236443597922,0.388528739927223,0.258417439708845,0.394009634969629,226
34,0.985964170480743,0.356082130507511,0.236558308149997,0.515362630285037,226
35,0.984523303751875,0.309698720478597,0.225472410443771,0.514433940532788,226
36,0.9874620980161,0.286543543577474,0.127892112352701,0.40762564127169,226
37,0.982476115754405,0.343930742938817,0.205478551813977,0.561643755712599,226
38,0.986224941028768,0.30931149352617,0.262283871989882,0.335212095134045,226
39,0.982835518736085,0.302512350170616,0.337743957392535,0.500135841652322,226
40,0.984880604351275,0.401080125011625,0.202059643811516,0.49988593539131,226
41,0.982785304105873,0.223772864398528,0.217168141054283,0.560669419742199,226
42,0.983622143940186,0.270220375796861,0.183678071299789,0.394673381750015,226
43,0.98267609742751,0.430253254013735,0.207349372043592,0.460681633548348,226
44,0.988500230702591,0.354736583133002,0.347593441170947,0.521087280353188,226
45,0.985450853570674,0.205406931741931,0.104050482319711,0.466231202092735,226
46,0.982478191021054,0.2495677234335,0.199588916109627,0.452861606778494,226
47,0.983824367747328,0.362184049927063,0.34479420464635,0.441548602463116,226
48,0.984320407646136,0.262059329569109,0.212906192853919,0.462563217514412,226
49,0.987585944960855,0.293337779797485,0.304388865212541,0.541869118319161,226
50,0.983162707731992,0.253539778874036,0.147067694090482,0.574687502814857,226
51,0.977563026337957,0.165054518430094,0.267422599966937,0.439914173661604,226
52,0.981901168527226,0.393646736610567,0.0521258744970852,0.473452466521751,226
53,0.978731857854273,0.237345573942318,0.166550172446398,0.539759754482623,226
54,0.986187260189399,0.277860970778427,0.198193332442365,0.549850759230118,226
55,0.98170687110714,0.39217001269432,0.213378729153679,0.550587638267893,226
56,0.985373557397343,0.250755385871531,0.200679656785139,0.464671981010831,226
57,0.981888426123424,0.340309175478122,0.123096140988206,0.4692706983827,226
58,0.98448792625406,0.375280874295862,0.208404126503627,0.477372071152779,226
59,0.982136766363539,0.330057825907706,0.260804633961615,0.521799074363758,226
60,0.985890449152627,0.415038624495802,0.296851848797675,0.405537517424237,226
61,0.981458260444048,0.254489576552463,0.246518331689274,0.450261229088441,226
62,0.984636241833362,0.32773422732745,0.100382255821157,0.414544972067678,226
63,0.982487044000246,0.197282395880173,0.171208735290346,0.419873654688795,226
64,0.985293082349406,0.304691551670635,0.266068435992612,0.556495952263814,226
65,0.984075942542136,0.342483981470242,0.209705171123968,0.460905982289929,226
66,0.984895117742872,0.367177801333879,0.264520367430582,0.569067508892792,226
67,0.983970087520796,0.290486760016618,0.255499513409257,0.497891798312806,226
68,0.986824559486391,0.144400073240756,0.112479250294191,0.387787739803142,226
69,0.982059594978757,0.371759806898742,0.249011028051469,0.484327099131328,226
70,0.98502051950111,0.415087749363442,0.0997898902488124,0.423838767152465,226
71,0.987808864325993,0.430441391348065,0.372584146201102,0.598122866837181,226
72,0.988716144958781,0.246547395863503,0.202178205341445,0.551535391616481,226
73,0.986092430350995,0.243006065777341,0.248134362947249,0.368144340748821,226
74,0.982356502014187,0.332950696127181,0.360275297893618,0.485444696639922,226
75,0.987479745296563,0.356828299131006,0.0883035592824159,0.511470248545817,226
76,0.987343344851694,0.330899907188518,0.0714668794942334,0.416802258527826,226
77,0.983604588815142,0.367374039660268,0.25733406129038,0.529636585791947,226
78,0.980317104786822,0.276167469018163,0.188029574674477,0.473534835584666,226
79,0.977122457520135,0.38011844381072,0.143549144878608,0.473705249735321,226
80,0.986195360102089,0.39045056540482,0.163586229691314,0.460854013876498,226
81,0.983762727881178,0.309500231349864,0.129955601007965,0.494648017198415,226
82,0.986716222255159,0.328188465358595,0.157220553990552,0.536302159411532,226
83,0.987209622302019,0.216396709645232,0.220042103600268,0.52710390070973,226
84,0.986438445358947,0.353188648763413,0.120410641530149,0.486560485738071,226
85,0.978922139258405,0.202660630092698,-0.0582070803228638,0.345092717628911,226
86,0.982648668463582,0.332600405855032,0.298110929095173,0.4704171099625,226
87,0.979216753259486,0.353205297102521,0.205731492564886,0.433820579805261,226
88,0.983944502044642,0.303817266766717,0.151675244968065,0.555170407182715,226
89,0.986737424604846,0.404804715203321,0.235130435760102,0.567154579224863,226
90,0.987775616753797,0.332517019945563,0.373645198329059,0.569273329882089,226
91,0.986332546408771,0.397671275633015,0.224419199955808,0.516046091176027,226
92,0.982798541490975,0.230931413037275,0.249648250534342,0.409404796050811,226
93,0.984157793975872,0.23618889370296,0.156749077502304,0.538773070196067,226
94,0.988321023186103,0.407277663658463,0.248055519027242,0.397357946826242,226
95,0.98804765752074,0.36079529486344,0.221216271409689,0.473007539951009,226
96,0.985643301957603,0.359166596385632,0.140782083766048,0.546648468013068,226
97,0.984821295067566,0.284078771907524,0.22850416669086,0.485072444727038,226
98,0.982334392947151,0.424146416174047,0.257576629797992,0.327833912978572,226
99,0.984715437629822,0.319231267755699,0.229762452730306,0.494785388787427,226
100,0.982929674754951,0.374651571900611,0.15180157730339,0.521163911202496,226
101,0.986892907483903,0.461093489928205,0.128002774437025,0.526935627258389,226
102,0.987942386935197,0.24170883925932,0.232957615941742,0.495354787176069,226
103,0.98724144319554,0.328812418044686,0.310660835337259,0.497757033773178,226
104,0.982191903989504,0.279251133519783,0.308217072454671,0.486947784024661,226
105,0.980555519336423,0.388744787371127,0.287533345918299,0.459979809320182,226
106,0.985956718034553,0.419893523123734,0.15576183324923,0.441127467580775,226
107,0.983526754350116,0.506549487385298,0.313836165686704,0.456119406067668,226
108,0.98403884284637,0.299209086049654,0.107738474301146,0.488361584627044,226
109,0.983270832202414,0.271839194038159,0.217149899294195,0.503311725365962,226
110,0.984013934644872,0.30525999913979,0.102858303915723,0.385490339628332,226
111,0.983964307348687,0.190453676997302,0.241342431319674,0.538122033889807,226
112,0.9856701139679,0.335754101786996,0.341529708173167,0.451593909302295,226
113,0.986783149431927,0.353138261168767,0.251220158872943,0.463928377596168,226
114,0.982003414741855,0.289350935194169,0.248922073334665,0.349077656557675,226
115,0.985859519707338,0.3998707100287,0.236132673551911,0.517349778055886,226
116,0.983526578541142,0.358475591040806,0.233199246261546,0.540208523230014,226
117,0.985103280977333,0.328847136422274,0.126934252047629,0.414713707185792,226
118,0.985160648845176,0.366704227623235,0.251409215240276,0.534498357771518,226
119,0.983563746040329,0.332969287115163,0.150139075661474,0.453883861225681,226
120,0.9841264631487,0.330696151568682,0.0749313993139279,0.526337810181452,226
121,0.985955988548435,0.121357657181222,0.211039940483127,0.551983966899025,226
122,0.982229013604702,0.294198735781084,0.198440226235775,0.562024504991727,226
123,0.981838621668697,0.355131325077681,0.154549904818092,0.473461100439655,226
124,0.984608602338677,0.239754887188333,0.171400154610729,0.483560542667708,226
125,0.982439444780945,0.346785614729349,0.202397584132515,0.438193904128721,226
126,0.985772452933903,0.364046652438791,0.0861477183159019,0.484551476969407,226
127,0.985636130287032,0.323344399192601,0.319779159135451,0.397636514361602,226
128,0.984459695586047,0.305412986013466,0.340621714654954,0.525216421550096,226
129,0.984691368639626,0.318132209021845,0.196160248686989,0.548569270287918,226
130,0.985797539591365,0.375673784258065,0.141363005772542,0.529903666207049,226
131,0.980670039863908,0.342798093884463,0.170077393775863,0.465365025351601,226
132,0.987781260400015,0.263651995586485,0.158818041723584,0.536978825748358,226
133,0.981019101107994,0.343158343331801,0.238842061705658,0.567007851398863,226
134,0.985351701718403,0.295747712882493,0.246599332532775,0.531895205829941,226
135,0.984249631904848,0.278868709622721,0.38483953093307,0.446953785384508,226
136,0.987375610184739,0.364769531164058,0.294452188009708,0.568342490762761,226
137,0.982870426452532,0.237958910673554,0.301174085201253,0.577306493093971,226
138,0.984281607801681,0.248134369973043,0.17114265754108,0.403659973502936,226
139,0.981973332302252,0.304384623118035,0.198378184333329,0.550105605256427,226
140,0.984641119500865,0.305320529277118,0.312613599047547,0.580524831259705,226
141,0.987027852430114,0.21181722159553,0.236593455589018,0.518984120325224,226
142,0.983675405991679,0.371479372589926,0.0602452322823264,0.552587158896281,226
143,0.984460022825023,0.306020542823284,0.0543808080305994,0.328543826506772,226
144,0.984735968730476,0.142509028617434,0.233801638797643,0.481938521668266,226
145,0.98509332725259,0.282475689819169,0.206018147889063,0.519631272840268,226
146,0.986222526962743,0.255545511538588,0.315929898176006,0.579051941584857,226
147,0.982194704612779,0.368128820150169,0.185692635103547,0.394683701275763,226
148,0.988013158152429,0.339930510225066,0.20516155752556,0.52347795404344,226
149,0.985936859407,0.392796094321511,0.24033090506934,0.458068527755554,226
150,0.983580634816106,0.22324834858488,0.215195769441793,0.44536154350727,226
151,0.983529618621874,0.332952977332005,0.107295152979988,0.580462561972572,226
152,0.979233214287,0.318839092181656,0.15860032533623,0.357666350416408,226
153,0.984684567065072,0.207233924202231,0.268066205499928,0.48692697490357,226
154,0.988074893724008,0.35571840242683,0.286543711863488,0.515941628381477,226
155,0.984268612825738,0.345311473080242,0.268886064499873,0.394701431858576,226
156,0.982859591712358,0.295147878098713,0.279090480021249,0.446439438942379,226
157,0.982528911362202,0.110694384586622,0.257742145595357,0.505363928701661,226
158,0.985239906115918,0.247310672609443,0.264163249018318,0.481983079592971,226
159,0.983605502276428,0.325237374361735,0.200518459436255,0.379846113662318,226
160,0.981536980391551,0.166970825940463,0.233834693840962,0.432775771052946,226
161,0.986168564469793,0.264566077631065,0.289571361962802,0.511277635318108,226
162,0.986538982823636,0.405090447300994,0.172422718840948,0.468110899210063,226
163,0.982259178324398,0.269379529966586,0.0683300705640498,0.40653898938999,226
164,0.983876321379897,0.284221945276541,0.226657629731033,0.545396031732869,226
165,0.980871302825263,0.293783134142241,0.160352828379999,0.53695506820388,226
166,0.987384647183292,0.31493223147946,0.178038516019146,0.526708977076863,226
167,0.990018369982307,0.357936443660831,0.153843658457238,0.432123391808107,226
168,0.983071541781602,0.246461647675613,0.141803791912349,0.573976507293687,226
169,0.983642959322393,0.256474826734309,0.278380421676054,0.485124688063151,226
170,0.984754305699536,0.183279542552854,0.0998687958193921,0.539725006617518,226
171,0.982646326715841,0.372864507405506,0.137414563914504,0.495502108963458,226
172,0.986320232072101,0.31771283782873,0.360613510974981,0.499253287104335,226
173,0.985100904948801,0.263271941199714,0.280522330301684,0.461766063409705,226
174,0.981031467997984,0.377831876240691,0.279064725382988,0.471235879844101,226
175,0.984419513328914,0.187754632171806,0.215031652161541,0.455474753642079,226
176,0.981163133670102,0.191310993951879,0.264525607172157,0.321891588211656,226
177,0.984640691078308,0.377374932947526,0.255410606559518,0.427084208792593,226
178,0.982192049132833,0.474540438342818,0.15550331228074,0.556960940859187,226
179,0.988393549605742,0.316179706483755,0.179285445241757,0.485574835994743,226
180,0.982253776643636,0.219311809995583,0.110772326894513,0.556360636634033,226
181,0.988263229634512,0.164987972209219,0.23825764217141,0.568812118071577,226
182,0.983582430522962,0.416174891974024,0.148384251077372,0.576066131108082,226
183,0.984788930029187,0.402692626698017,0.13446256330787,0.48721327306031,226
184,0.986028598864608,0.317256150503152,0.125878978300203,0.529550706165903,226
185,0.979738806960582,0.350253658806802,0.117390147205482,0.501818030674818,226
186,0.986511491162419,0.317332526855122,0.26530419429706,0.506047015197902,226
187,0.983574219151653,0.355257491717161,0.228669770382428,0.49957974298728,226
188,0.985991662013034,0.306447472828765,0.289018975850189,0.564067333405724,226
189,0.98417345936284,0.359672999330952,0.149999457359721,0.551826869893126,226
190,0.983040616164051,0.298735286227063,0.267036906288381,0.568680510864081,226
191,0.98685977922812,0.220314022907693,0.205001395261699,0.53102915641748,226
192,0.981913661639365,0.34794958526847,0.203611599247267,0.484050316611603,226
193,0.985027375348629,0.323553381709439,0.227745275588841,0.4030459767967,226
194,0.985434092493245,0.238121378968979,0.177641648248374,0.478189182162972,226
195,0.986667906050511,0.338341420442674,0.0707172558049283,0.416073426363065,226
196,0.980894598450879,0.235275999698946,0.0342546098361617,0.414087435074255,226
197,0.983471852391304,0.290700582346751,0.161532612563812,0.404051597778832,226
198,0.987368360374978,0.309808801809508,0.0857483523078183,0.381497852934884,226
199,0.988995833600048,0.328014839742871,0.19321066740342,0.53793171664966,226
200,0.987983999121571,0.374608333627011,0.0869817876430188,0.474121124180039,226
201,0.982532235864564,0.120685282008409,0.125648934825399,0.522004425124955,226
202,0.98286428653015,0.238478624786241,0.267678450749949,0.492012896040981,226
203,0.984525865301388,0.441935597248888,0.217673143733264,0.601538467803217,226
204,0.98150219126138,0.274621507584488,0.197254501640912,0.44403660749193,226
205,0.983243509200779,0.269741874825895,0.0436324638953081,0.593645664157938,226
206,0.98549275284257,0.260724892367829,0.218495913575434,0.524763901244537,226
207,0.985293596512203,0.306799649996809,0.305882301958567,0.44293174332237,226
208,0.984518197609558,0.268444007373461,0.391367559904388,0.515439035531121,226
209,0.979738266352078,0.304562135778345,0.034841922188985,0.403897042229064,226
210,0.984379196432057,0.28421084630766,0.3254461075009,0.532946641279217,226
211,0.979504879042638,0.339428841695458,0.177551022881502,0.546590141345916,226
212,0.985934004377865,0.371213893571042,0.103758768277301,0.441663424406102,226
213,0.986343448966763,0.400156636644019,0.124167418746213,0.47064503945839,226
214,0.986118650718737,0.436901529075851,0.215763842308297,0.531338127560149,226
215,0.982068828639846,0.306139245195047,0.29917546839432,0.495870742835204,226
216,0.986965037375343,0.278557106413717,0.290810185652515,0.545472218986023,226
217,0.985397276664467,0.268712366692321,0.247841784152716,0.428900280685017,226
218,0.983791412635463,0.455440039585878,0.157279759389259,0.553390621856226,226
219,0.985496588737386,0.333657613912858,0.190344694631719,0.437289382097005,226
220,0.9869741583776,0.423862803959449,0.236713907005336,0.444778883194064,226
221,0.982418364014721,0.303809668490939,0.166849298606193,0.591591738190567,226
222,0.985384871560908,0.296912303826695,0.192486354009525,0.524109301505384,226
223,0.98887506250559,0.289600477074946,0.197532146078215,0.526497945149026,226
224,0.985273517302938,0.368136322542187,0.141600788942857,0.59044575857507,226
225,0.983157763191313,0.400534491517797,0.181996694575103,0.396269555656839,226
226,0.982369763928513,0.340896130067915,0.128785232814762,0.540411766048561,226
227,0.982830814046803,0.287949639891656,0.252627282962961,0.565141949405393,226
228,0.981675122061303,0.255214070182237,0.367525696672016,0.417546140694674,226
229,0.989077734859702,0.312558673305337,0.201290785827539,0.489242620376691,226
230,0.986709401291543,0.261405508683385,0.14831590645408,0.531580438326355,226
231,0.984799941940009,0.248384098979231,0.274298509565663,0.389832751083595,226
232,0.988029050371954,0.337781379941869,0.295927629198021,0.54201411987491,226
233,0.985034464464078,0.353242556203808,0.203409916943717,0.525974386790534,226
234,0.98443336195158,0.29004531653332,0.226746333338848,0.465443245863372,226
235,0.985812857407554,0.351450276025021,0.318150917120357,0.480038072696297,226
236,0.985664391539353,0.344756118379629,0.300509685929393,0.483733956441743,226
237,0.984138090993784,0.357512073863979,0.373330725232121,0.562540225758622,226
238,0.987949406492936,0.178888407728165,0.176638859711654,0.4248894153562,226
239,0.985175291045647,0.233593317240048,0.383086998366264,0.46603412544707,226
240,0.985842682451785,0.428921471369831,0.116648087035432,0.437049389257377,226
241,0.988279991644716,0.259508933373877,0.364182092139481,0.605942395203059,226
242,0.986559204648947,0.274575176136452,0.206723845416607,0.555543166739097,226
243,0.983254717497756,0.242529711634103,0.380708338164514,0.478576562766898,226
244,0.98450665044433,0.359908415968042,0.190551612088501,0.477421626661814,226
245,0.987255958262321,0.272329336855246,0.325642793490208,0.564958964950138,226
246,0.981301324082031,0.318474789056891,0.24132559800825,0.416460565392393,226
247,0.986755408269105,0.413681243758377,0.169142334427281,0.456124261107039,226
248,0.987298351500929,0.325283925008846,0.23906418196374,0.580416871775666,226
249,0.985665618257523,0.285164192282389,0.162775855218488,0.458718237893513,226
250,0.985957992372991,0.166882546703453,0.335659561599984,0.44587072461442,226
251,0.987385961066688,0.280237623605548,0.0617152572249076,0.467948320305168,226
252,0.985241133043892,0.329151204316757,0.14705285251424,0.419676850608539,226
253,0.979762639648971,0.258255032338199,0.29203387786165,0.535399510658047,226
254,0.982079251174809,0.337280739974468,0.0468252243182701,0.451971615171723,226
255,0.986606846681993,0.265031420723449,0.188881052966882,0.541546522992189,226
256,0.980129576406864,0.325886228330066,0.251245058677781,0.454233064594783,226
257,0.986740875381334,0.336287827779526,0.268416773012571,0.530631440575356,226
258,0.982564848562499,0.320184127222528,0.111324968721185,0.408361714398838,226
259,0.985649063133089,0.2784200617136,0.189234246021754,0.488030984615666,226
260,0.986578065585363,0.253067002000724,0.34376113995224,0.562526921802259,226
261,0.982477489749493,0.259015133886791,0.177009970148982,0.444370944071087,226
262,0.979435891938257,0.428312710243629,0.110631928582467,0.579569409502664,226
263,0.987602349316448,0.376908214775441,0.337721758076553,0.496036737044991,226
264,0.977187035640027,0.362808613069021,0.221523967859901,0.508691338607072,226
265,0.987351807050201,0.302778478528146,0.134641459025992,0.356202760379619,226
266,0.98900584200864,0.334721041931712,0.166472182236428,0.48626499739901,226
267,0.987954173756176,0.275877300933993,0.0412808223286842,0.553478965323648,226
268,0.986460270887147,0.333278757301647,0.134417648202614,0.593566592416491,226
269,0.984810154849562,0.341908061977467,0.0963125313000371,0.520642884791538,226
270,0.984422389663702,0.302752115965029,0.299418283259764,0.502130407261472,226
271,0.9877617922867,0.285047892738735,0.195605927471076,0.384433545149594,226
272,0.982761375924215,0.420833529575526,0.203874666760319,0.46594781562513,226
273,0.985043414312229,0.372268546124782,0.0710460823747038,0.474431453906919,226
274,0.98657374424496,0.240920070592533,0.159021077235013,0.502463548440237,226
275,0.985569451427089,0.158810265796386,0.285565287681138,0.527183109388666,226
276,0.983315922957313,0.34776275518696,0.0762657435818661,0.491608455193496,226
277,0.982092767664562,0.278829674618741,0.212201378978439,0.530760214593477,226
278,0.983482861629684,0.333221483630264,0.381058766782186,0.477048461911735,226
279,0.984436990047712,0.31230655268972,0.175626478141513,0.431649793939999,226
280,0.986325636515753,0.395335174926493,0.129471229096483,0.41604849074414,226
281,0.988815446856158,0.31158699363037,0.121006578337953,0.443037257071917,226
282,0.983440516507429,0.35394068126738,0.17265639445064,0.471667093303158,226
283,0.981199733920491,0.318602801408927,0.108560117658432,0.401920583652351,226
284,0.985261901123721,0.285454423824036,0.186363841627397,0.491433384603971,226
285,0.986014753383968,0.371486837047012,0.191296183863627,0.484598042452266,226
286,0.987497688227937,0.442947025514424,0.204860227453619,0.514666764939947,226
287,0.987593293796812,0.31018483154215,0.308210473173329,0.421615240648795,226
288,0.985709605726501,0.20457962379918,0.0497426514451408,0.407088925661735,226
289,0.980196210123469,0.3985350526411,0.192376914884413,0.358370929366748,226
290,0.983071067506843,0.322939531448137,0.261161682615723,0.500558983669469,226
291,0.984303431961506,0.267709838910131,0.306980284304804,0.264142838786087,226
292,0.985220074394067,0.365968797109826,0.186312717552577,0.414289000292381,226
293,0.985043709794627,0.29365169439074,0.272657154066864,0.319525204739505,226
294,0.986023040941425,0.259853859310945,0.173264054888619,0.507497427904653,226
295,0.986953780593719,0.2692664312908,0.169462865734002,0.589745610380292,226
296,0.985828910520146,0.244701735379443,0.273641874252632,0.433089787875294,226
297,0.987057674506883,0.289719009737438,0.314715199489357,0.599954191592253,226
298,0.987531851065119,0.342417809757211,0.279764865089564,0.490152493357004,226
299,0.98632330638052,0.492442545172592,0.112208227450201,0.513537583308529,226
300,0.983402867214387,0.244778845185855,0.208620705457823,0.4246367681734,226
301,0.985427856580044,0.281362577616456,0.258234075955115,0.462324532969662,226
302,0.986279253479933,0.322683261425659,0.259821183894525,0.413874552791073,226
303,0.984260007290857,0.295273998454685,0.210260420384514,0.458544405963306,226
304,0.984930614142585,0.324268232944948,0.056027910949399,0.486008780370711,226
305,0.981434325576061,0.261117468404457,0.124795785961301,0.467452399568931,226
306,0.981311069384871,0.324674914469304,0.174318177110768,0.469063233018039,226
307,0.987259468747898,0.349902956924721,0.159328505563956,0.483586311565755,226
308,0.98476677549004,0.278770307877803,0.233141792286128,0.626776073491286,226
309,0.98343486445053,0.434174902800958,0.280618557146841,0.545326316097091,226
310,0.987949565755981,0.208113946845861,0.289668742798648,0.437559301320773,226
311,0.984099928256975,0.399678564720286,0.209730532358439,0.511565312589469,226
312,0.988014399122608,0.299727090611831,0.207107492010186,0.376656875409266,226
313,0.986735051639026,0.243680150950462,0.308336994837656,0.437287205064164,226
314,0.98264607061829,0.461116578653661,0.222519619196458,0.393230289877074,226
315,0.982692670146327,0.427977393072186,0.12566762546942,0.517789457445473,226
316,0.979338538411641,0.354332425078705,0.172207111055675,0.468340348459248,226
317,0.982861874894787,0.381110175024958,0.231017354305944,0.438054288016339,226
318,0.987107498251344,0.206825836732469,0.303309771105475,0.548539394765933,226
319,0.985823693286873,0.101357017473774,0.193423743793018,0.508732029728089,226
320,0.9904721160915,0.287921955904804,0.169886746223009,0.494120161276207,226
321,0.985460953608864,0.310382617802489,0.3278300401308,0.510664956459021,226
322,0.985466348283778,0.382693202864545,0.27510477074317,0.528229842389353,226
323,0.983364084330083,0.301429194091608,0.300572345743907,0.494422022439727,226
324,0.982791385642187,0.343440765806925,0.269728788421186,0.536412401743451,226
325,0.980432255385596,0.262775429426657,0.211068916941306,0.53903984516559,226
326,0.986923641487031,0.322280787966958,0.137331293587522,0.565173989981561,226
327,0.985518356663453,0.293566162598754,0.195061793799504,0.561954101369382,226
328,0.986106675828926,0.233950065836073,0.266464211424964,0.413922325593646,226
329,0.983090996156451,0.369149860510726,0.194027583971578,0.529990581881604,226
330,0.984294981853135,0.197646534463009,0.282917781642598,0.516667573634873,226
331,0.984800178202719,0.417700673264777,0.238960993326732,0.540735690469842,226
332,0.986749304372241,0.322282963163999,0.207199755365398,0.380261488493829,226
333,0.982882860448231,0.346310099204973,0.224466294072277,0.489530153669387,226
334,0.986205769135023,0.204649844926225,0.231066671164917,0.485772557104865,226
335,0.986005841429967,0.239053351516989,0.230744225406556,0.43445250344309,226
336,0.984470223069619,0.475268499752118,0.19225857238191,0.54091768851866,226
337,0.986314102247639,0.339405194566638,0.213606912158973,0.572265954444117,226
338,0.980520493919025,0.366082582924027,0.32467643257136,0.555476128944762,226
339,0.986187780641193,0.280777286495539,0.319305683236192,0.454772119238593,226
340,0.981721602066176,0.310941656239482,0.255907019579779,0.455790893280654,226
341,0.985776322247037,0.268933757283069,0.0612007601816004,0.430742519709866,226
342,0.983002259157301,0.140806451127234,0.361244747186119,0.432447592763284,226
343,0.983215988232448,0.38767585405644,0.24043107309297,0.395613331119799,226
344,0.9859166790744,0.279989470520094,0.0820213647063466,0.404018099560647,226
345,0.986080038130773,0.325187057844681,0.389228801061616,0.559829513263725,226
346,0.986394569138792,0.319453181621705,0.294431425198273,0.449872482920763,226
347,0.985194678275675,0.299792857339722,0.293565346697526,0.366461011370774,226
348,0.986164626645029,0.344101658354496,0.264892378201835,0.470613042266714,226
349,0.985264842009784,0.417458345853167,0.223138860390669,0.459667420517101,226
350,0.98508680303801,0.203471156993231,0.179332937819941,0.543468993698969,226
351,0.985406924280297,0.351113129994166,0.185831519845819,0.446963006865735,226
352,0.98079976225179,0.145211457882315,0.222668523835086,0.501314315240474,226
353,0.983933300897192,0.179892668192155,0.212876114774863,0.497661175219564,226
354,0.98310457827661,0.216446258109814,0.155431037105975,0.485933703451676,226
355,0.985897765888776,0.292206598566271,0.108974814114847,0.482660813368497,226
356,0.985599900705292,0.326491580608923,0.208021483853011,0.499761809547946,226
357,0.989440318732153,0.247433750579273,0.344030706513627,0.396334017215263,226
358,0.985347682591251,0.300399445274854,-0.0406294960103115,0.49480410190606,226
359,0.985699152898901,0.33689716883867,0.368547121348552,0.456030158381053,226
360,0.985081993832609,0.306719223003906,0.184331366731918,0.426875994932727,226
361,0.981249551771811,0.336512184834242,0.260699342866304,0.387773569342938,226
362,0.98525552370479,0.31449925629581,0.195855662516272,0.525492224811125,226
363,0.986398241685807,0.364347845852332,0.277697587390332,0.452667005726851,226
364,0.979576645532595,0.333130084997775,0.231815442445842,0.441194290433172,226
365,0.98092376467377,0.292444175530942,0.225481949657867,0.500770378810932,226
366,0.987646354820504,0.362553436423938,0.353712470824217,0.45263923796194,226
367,0.984687449198255,0.205929047025414,0.145647776990789,0.486610464022095,226
368,0.982633425420574,0.331478853984007,0.285913674199464,0.585413844052652,226
369,0.979295817469318,0.319801799957191,0.18135171214357,0.613162257506252,226
370,0.9841996297998,0.267986428496263,0.147846574327535,0.561204045115047,226
371,0.987060398267739,0.368639382437748,0.294868954439951,0.577723252826181,226
372,0.983581372487029,0.299884364280659,0.183811181332929,0.454956966055352,226
373,0.986348487353335,0.316428297614815,0.0149215545458581,0.481877678491639,226
374,0.982969958521163,0.338194494387034,0.24394416149997,0.497254688601216,226
375,0.985285191951856,0.328116213839236,0.264163858629736,0.484997831316553,226
376,0.987855341072696,0.344877212624511,0.247890233954949,0.493529160507536,226
377,0.982753400763095,0.370152478645313,0.111122258728971,0.548227305685127,226
378,0.987488455595979,0.357354981456442,0.182814140690382,0.540874355603264,226
379,0.98386989418677,0.309721120484828,0.0730238978763295,0.542865160676635,226
380,0.9808294325374,0.347109615810301,0.319859782283606,0.543167133924882,226
381,0.984434196462427,0.426039353353829,0.264435943066561,0.471662623607445,226
382,0.98545515459456,0.300870312286961,0.283350229397537,0.434355286437432,226
383,0.98294779831141,0.349292087325143,0.290630673649864,0.47187647446315,226
384,0.981577686828102,0.284712468093673,0.242903190974938,0.393875523780303,226
385,0.982026302469696,0.43378371133172,0.240985549458468,0.514689410667431,226
386,0.986931508384073,0.307643534346025,0.0933169026132961,0.520689953479293,226
