"iteration","IDz_ACC","IDzSame_ACC","IDzOpposite_ACC","n"
217,0.0385977568205844,-0.0484327225843028,-0.0163218608173713,204
218,0.0204354637389207,0.0619639607845659,-0.0327786523216141,204
219,0.0384809375931614,0.0378967160269195,0.029279275512386,204
220,-0.0202305942588319,0.040810967440272,-0.0727386103103219,204
221,-0.10932026415734,-0.0375632351068588,-0.0831026316564156,204
222,-0.0255605462105578,0.101342072581327,-0.118343517402875,204
223,0.0952783746176004,0.0126241869382482,0.0622859631866104,204
224,0.071213168532405,0.0267639762230577,0.0453365869332434,204
225,0.0866024632454914,0.152284271218825,0.0297895464324714,204
226,-0.0204475106615335,-0.00577885344128062,-0.00780466750564547,204
227,0.0120138912802759,-0.0329807790347475,0.0525134644653364,204
228,0.252894949595287,0.310517099286855,0.177774129565676,204
229,-0.0862496338615537,0.00272826838869916,-0.173691789459623,204
230,-0.041426935501281,0.0483107004729253,-0.0932348570523168,204
231,-0.173636439694159,-0.123789344739449,-0.158904351318098,204
232,0.0132237447501786,-0.0170649094278878,0.0631542849129812,204
233,0.124726003664175,-0.0135904694170173,0.0829024786350245,204
234,0.0294139703277224,0.169935083602517,-0.109216843715662,204
235,0.0216651267344311,0.0384325160872623,-0.015886319678926,204
236,0.00419369927134314,0.0894126871343982,-0.0327565641707588,204
237,0.0557522430853474,0.105132473413556,-0.022757543078592,204
238,0.0516257205712081,0.103437547773671,0.052336371692863,204
239,-0.0893197701149386,-0.109183421314934,-0.051471660212389,204
240,-0.0374699155177843,-0.0362581429089227,0.00881184847631537,204
241,0.0526188320097982,0.0769708045481245,-0.00690533811050891,204
242,-0.0861316072872483,-0.0392512087774122,-0.0946748786838437,204
243,-0.0213263806726792,0.0127090954507735,-0.0669823655387352,204
244,0.129168919634153,0.0599708052467357,-0.064289302445949,204
245,-0.0285625371291826,-0.0167168408653397,0.00280825408003695,204
246,0.0594460573283247,0.0550407017474514,0.0888214033275095,204
247,0.0471972698579238,0.103628371435003,0.00791521602020425,204
248,-0.0440787486993567,0.0463071180522309,-0.132789285642064,204
249,0.0989163728832662,-0.0608783788384752,0.00619276182824053,204
250,0.0990416645225495,0.0904147087519348,0.119609469401033,204
251,0.0125334583735872,-0.0599161469428159,-0.00703109839772877,204
252,-0.0704222340349899,-0.00124733800853631,-0.119038715656342,204
253,-0.0744498766797541,0.0192515329322549,-0.0418137496748537,204
254,0.0308658323181815,0.0550747960791934,-0.00175166840473644,204
255,0.00427443830686674,-0.0799584480495887,-0.00463726190095171,204
256,0.0692950152862384,0.0661549334242358,-0.00593505726396277,204
257,-0.0565571866567513,-0.106173338849002,0.00450158465655526,204
258,0.0121091226870733,-0.0895506364857095,0.0251356167494268,204
259,-0.00398945115650434,0.0397784371533655,-0.00219345255651769,204
260,0.0561973300756047,0.106929835592693,-0.0544309166640826,204
261,0.0310776942355889,0.104185160617917,-0.042395240458459,204
262,0.106512592129754,0.0621434220785153,0.000767842242358684,204
263,0.00419369927134319,-0.106866623753585,0.122013669896429,204
264,0.0594460573283247,0.0300652329271728,-0.00674614019693092,204
265,-0.0149803690146038,0.0299711461483957,0.00302797509849972,204
266,0.0521206298799526,-0.0212514512374273,0.0922941653116608,204
267,0.0320548886211622,-0.00380609931642091,-0.00668522085284229,204
268,-0.119012732625136,-0.0644839037640896,-0.086525960070373,204
269,-0.0405074484096575,0.00375900833780785,-0.117695518422428,204
270,0.117441567065715,-0.0551932979835804,0.127208553759498,204
271,-0.0102114496828704,0.0308539948902874,-0.0426797565614725,204
272,-0.108168983107369,0.0284451999051384,-0.199627922633207,204
273,0.103877967343932,0.00113700082314149,0.101528595759364,204
274,-0.0868512548917102,-0.011299693628542,-0.0711006662023641,204
275,0.0625841900991866,0.00948757098541189,0.0871900094332737,204
276,0.151776025548764,0.169969224900681,-0.000153488393063406,204
277,0.0453173623447467,0.0399905629773232,0.0129030040277962,204
278,0.0969692363068794,0.0689847750872516,-0.026153493279223,204
279,0.139349512038735,0.131483500876547,0.0691570765763659,204
280,0.0377389806532467,-0.0159900752302829,0.0127345201157213,204
281,0.104329881224196,-0.0334813381773424,0.0294909426873245,204
282,0.00532305432667731,0.153472293625905,-0.082509792552455,204
283,0.126972619884871,-0.0300818047080057,0.133600081092156,204
284,0.129540874746993,-0.0161033078552205,0.0873460285454011,204
285,0.00387933063831907,-0.0443654112591412,0.018516852707817,204
286,0.0857845008171883,0.0374527924881891,0.0478382190774651,204
287,-0.0417579939439305,0.0523082132571572,-0.0485197072105668,204
288,-0.00112226342962331,0.0117135573308461,0.0405189745584056,204
289,-0.0494349281442714,0.0181304007673088,-0.132119131726253,204
290,-0.179348952695125,-0.220499568441427,-0.0825873648580524,204
291,0.065670817167068,-0.0440509148269049,0.131993548132654,204
292,0.00280620024585309,-0.0697775635763106,0.0500515888094101,204
293,-0.0176744647911775,0.0701273920947122,-0.0617234092378484,204
294,0.0955975129780045,0.134584075675611,-0.0204271477431785,204
295,-0.0862496338615537,-0.130405490376303,0.0296585165129763,204
296,0.135982764370558,0.0847835588195074,0.106879227993224,204
297,-0.0712314977296753,-0.143245611595734,0.0605959491756833,204
298,-0.02590848211469,0.0364351436169931,-0.0855424208466737,204
299,0.226254511981996,0.240151803192585,0.0351263947466156,204
300,0.0889872786987945,0.128614444623611,0.0487513158980644,204
301,0.0756974700862564,0.0905332915793094,0.0185731234153651,204
302,0.0655926353214622,0.110785088839554,-0.0279048506008243,204
303,0.0621157156091732,0.0992045218307312,-0.0232722672965701,204
304,-0.00722698732454553,0.0261125105924655,-0.0561822359187657,204
305,0.134537969550271,0.126913544873431,0.0969472608695646,204
306,-0.0343463434404132,-0.0750045303474227,0.0219407982100668,204
307,0.0680047270953998,0.0247477692469759,0.0208396240366195,204
308,-0.0172227872694984,-0.0462192139788891,-0.0167456153720251,204
309,0.12510902442508,0.0776947456049632,0.0756091508856533,204
310,0.0385950366778067,0.159979595168255,-0.0492099748183396,204
311,0.0411540876424313,0.131098039822781,-0.0477506284978132,204
312,-0.125062018981503,-0.0880554088910791,-0.0945143606466222,204
313,0.060847192874764,0.0370759445095462,0.0701503047440418,204
314,0.0338002769571245,0.0292693552202972,0.00262120509670541,204
315,0.11325577637763,0.158710555724346,0.0394748910869149,204
316,0.0838667940470535,-0.0871672972146772,0.183923336718904,204
317,-0.0736056507387623,-0.0660664626110124,-0.0331793148318272,204
318,0.0558450825891313,-0.120292038633233,0.182766475498754,204
319,0.0560135779296807,0.0303247206030616,0.0482991477199387,204
320,0.00832334315680984,0.0347590589261091,-0.0457112648250473,204
321,-0.00356455045913975,0.0249632901385008,-0.040760934469685,204
322,-1.22959960894695e-17,0.0705703154641576,0.00845057135348497,204
323,0.0128109973127612,-0.0494679464259002,-0.0184266641887765,204
324,0.0563542467105847,0.0755320615740594,0.0340638192180282,204
325,0.0251364231492546,0.127980471646167,-0.0255313244496957,204
326,-0.0231970793560917,-0.0401159569146986,-0.00971001430940452,204
327,0.106920706337479,0.0408286000466661,0.0541059831976754,204
328,-0.165191547796708,-0.172285096139596,-0.0618908743359587,204
329,-0.019553987710188,-0.066875724442785,0.0362862991213453,204
330,-0.0288719021994615,-0.0373616027331103,-0.109411325137675,204
331,0.0506449935653972,0.0972471463703845,-0.0414721178384787,204
332,-0.00431071265962611,0.116438434842248,-0.0417670568509107,204
333,-0.0327095362420238,-0.0322552384961009,-0.134902412546011,204
334,0.0300328593664405,-0.0185431997121865,0.0552211771437301,204
335,0.0121640906388285,0.000454241477250509,-0.0111222618858167,204
336,0.00273983490558479,-0.0668013468911989,0.0647906276570425,204
337,0.0251279672962024,0.0509032173251843,-0.109301226333238,204
338,-0.0299488916352374,0.0385983061500806,-0.0611879064362159,204
339,-0.0731151758949084,-0.104243286701457,0.0210112395598882,204
340,0.0120138912802759,0.0375461013101964,-0.113000455250179,204
341,0.0242728264706495,0.0369533654567943,-0.0057047990676796,204
342,-0.0720059443530378,0.019710410598426,-0.0747446765083889,204
343,0.154020108980011,0.0394574054382718,0.0724656735915184,204
344,0.0596000122588237,-0.00493007440729863,0.00674107160399523,204
345,-0.0281497553172324,0.0258007945028559,-0.122062039128416,204
346,-0.0284260766338771,-0.050966689995787,-0.0565728888226058,204
347,-0.119737145473144,-0.126989993249533,-0.0749444786422514,204
348,0.0862445059546892,0.062431610483636,-0.0602241754505322,204
349,-0.11256933116211,-0.0219033115109399,-0.135184791799641,204
350,0.114438742378255,0.0516479836521839,0.052042168361128,204
351,0.0836850454335747,0.117244505818974,0.0651133488151026,204
352,0.120440073080888,0.0347210235400307,0.0616176481177551,204
353,-0.0148765622800171,-0.0992760799852309,0.139652234230524,204
354,-0.118118569911338,-0.0997330612247643,-0.0802853554372786,204
355,-0.0281982287331363,-0.0278399473483368,0.0141754257121458,204
356,-0.00940788967742136,0.0336242795663516,-0.0361198276552173,204
357,0.0387957546751158,-0.0113708066786998,0.068546139333947,204
358,-0.0944088236085847,-0.045193952462352,-0.0967174907620823,204
359,0.0827189960195878,0.0261248429768306,0.174703230018019,204
360,0.145056857490975,0.105504245941656,0.0557096404147146,204
361,-0.105375071567317,-0.0334675312562937,-0.0916348368399799,204
362,-0.165430085607737,0.0069630188218244,-0.203759559437218,204
363,0.00145045383339474,-0.101016596627677,0.0670886169628312,204
364,0.0655430816638324,0.0314842081293241,0.0498653017334862,204
365,0.0379638234764769,0.0896753605525871,-0.159732003593621,204
366,0.020942965924708,0.0608911722171417,-0.0602346838770604,204
367,-0.166757872866358,0.000967321499270273,-0.184518251472827,204
368,0.243696643474732,0.08786104030049,0.176420316608934,204
369,0.125776406908645,0.0135253186661315,0.00782306199100738,204
370,0.084035758645841,0.0839809203486048,0.0825969254645404,204
371,0.063734736333715,0.16170893067739,-0.0239755107286448,204
372,0.144687648102614,0.0426948330552363,0.146479994785164,204
373,-0.0474058518467313,-0.0109867484117159,-0.0365067316505539,204
374,0.0206531543317897,-0.0151573849781745,-0.00655845544335881,204
375,-0.0322111910838688,0.0163277823161019,-0.0588998608065115,204
376,0.0120096784898463,0.0451914830732797,-0.124058569110524,204
377,0.0556810975365604,0.119546385499237,-0.0213695944880267,204
378,0.00385961693719284,-0.0650866448887199,0.168607122119325,204
379,0.0655311087011612,-5.66770665397608e-05,0.127827460277882,204
380,0.0455605689001515,0.0541215803178041,0.00830956240266406,204
381,0.139933352719622,0.161339414731629,0.0857079094429988,204
382,-0.0020790109320962,0.108377605210965,0.00302225137230392,204
383,-0.0814164311780058,-0.128443306835946,-0.0614335695077633,204
384,0.0964665803822464,0.0296583971084398,-0.0328515836459446,204
385,-0.0120595802468159,-0.0220653448641977,0.029659450441762,204
386,0.0121612277112038,0.0176687700213393,0.0472469940056315,204
387,0.106862897545215,0.13015504490562,-0.0157069461344313,204
388,-0.0734034015833068,-0.0340100883351608,-0.114362222729411,204
389,-0.00287854221479008,0.0429779471504076,-0.0912337590084505,204
390,-0.0482506857917727,-0.00972761056835124,-0.102666103944466,204
391,0.103627731571158,0.0912711977403095,0.090127393541971,204
392,-0.0560107348621107,-0.00580466074806204,-0.136659793094704,204
393,0.0812216377485923,0.0231755168814988,0.101045847997811,204
394,-0.125285352171043,-0.0990396891547537,-0.0262466119965521,204
395,0.169333191195153,0.056636689052431,0.100607793547032,204
396,-0.0171729722212837,0.0373947145327851,-0.058582702630823,204
397,0.0144779233352733,0.00594620424296995,0.0407501771172648,204
398,0.0420800714893293,-0.0114976935910951,0.0153644369990467,204
399,0.103245377592237,0.0563174938032262,-0.0199014905003074,204
400,-0.0632783038390231,0.0650067472823654,-0.17360118481974,204
401,-0.101448848391475,-0.104826918253086,0.00829915102879005,204
402,0.0121654861311031,-0.0442369711625379,0.0408285616457369,204
403,0.0483362716577304,0.0187100527944743,-0.0320748998226183,204
404,-0.0213281861945459,0.0886001900715042,-0.067980579751139,204
405,0.0492033918381835,0.120012771756249,-0.0677958495694763,204
406,-0.136396421947143,-0.176295371702199,-0.11552249317251,204
407,0.0590672505956283,0.0302315095565631,0.0558446467053644,204
408,0.0547756386099112,-0.0260627691436533,0.0797655422527256,204
409,0.1138457221793,0.0636144865312817,0.139627484967664,204
410,0.0251519564094366,-0.0322631219867269,0.10679410568676,204
411,0.0748965057131798,0.254111219325714,-0.135338089162673,204
412,-0.00921497536357361,0.117958240011733,-0.0852099867247756,204
413,-0.0602695439039938,0.00819738295889581,-0.069830541040249,204
414,-0.00351211250407689,0.0421766584787759,-0.0724115023233654,204
415,0.0154607496394816,0.0648819497811141,-0.0595583337349843,204
416,0.0509522236870451,0.0013621071030255,0.0223687979262345,204
417,0.0467992374620668,0.0655786844567559,0.0589673172536464,204
418,-0.0825617927006457,-0.0219568635289851,-0.110393455872079,204
419,-0.11006252153183,0.0894126871343982,-0.141957544892148,204
420,-0.0760604091534321,0.00199088452187768,-0.0189985772262818,204
421,0.00387756400082163,0.11290612547962,-0.0471519925670399,204
422,-0.0260737202250611,0.0137316895607279,-0.0601819096041053,204
423,-0.0198259384212485,0.169313396119094,-0.220992232624595,204
424,0.242736894497154,0.194361041643077,0.129378207985376,204
425,-0.130894568660515,-0.0752685659650526,-0.128515358150667,204
426,-0.000161618887113003,0.106174175592598,-0.0497760942021852,204
427,-0.0696137226703152,0.0247709052064168,-0.133703656354806,204
428,0.0120021597589709,0.178228293365041,-0.0327786523216141,204
429,0.0796410648908634,0.0487665581971287,0.0167792499644584,204
430,-0.0702983203862412,-0.0865696183375256,-0.109063716721891,204
431,0.0853767747799286,0.0359380876107648,0.042988262920922,204
432,0.00386028144939919,0.0181200517194512,-0.0376620158872357,204
433,0.0372359336731732,0.0485230487707068,-0.00137980658459326,204
434,-0.0850395684179349,-0.095642901498834,-0.0576512108160669,204
435,-0.0151961380788181,0.0771178155460663,-0.0130042545336794,204
436,0.0215444458799758,0.00668933210125906,0.0532729100482028,204
437,-0.160228661396721,-0.136498343758779,-0.0890296345759481,204
438,-0.0495397215475462,-0.0847170953975364,-0.0677083151296846,204
439,-0.118934869395581,-0.0301786480822424,-0.128964821810801,204
440,0.11451415733806,0.0615909572056907,0.114601410305075,204
441,-0.0231970793560915,-0.11101003462998,0.0131437775245771,204
442,0.213442213155494,0.0127654825683134,0.2214010807153,204
443,-0.0635127577062748,0.0297100194472,-0.0872819095842705,204
