"iteration","overall_ACC","alerting_ACC","orienting_ACC","congruency_ACC","n"
247,0.867003860042749,0.238261151053499,0.165813636377671,0.488635561568795,226
248,0.863001995644464,0.329452552547943,0.240692646279072,0.423279951789925,226
249,0.829195133982443,0.362689716207069,0.09900472622309,0.415090339994419,226
250,0.834509716692468,0.267489587602482,0.0703193013464097,0.507340297551772,226
251,0.831500601092954,0.298556949217397,0.297599537368553,0.474344995879933,226
252,0.845908765122461,0.309339173172245,0.107985680985608,0.425458997193445,226
253,0.853073901174746,0.440498037153351,0.139542660709777,0.452717847255152,226
254,0.867146588969874,0.307053416941391,0.067139206154934,0.520471480290712,226
255,0.835978009777182,0.359302208449548,0.104755785982301,0.386801981006337,226
256,0.848369804008087,0.330136235804974,0.238855907760238,0.318555631557757,226
257,0.845072038803887,0.309357095328633,0.205787444903588,0.283976542601679,226
258,0.818135773160668,0.350099804298959,0.202652184241232,0.518172303708068,226
259,0.832611692669142,0.322952156993951,0.0375788135065863,0.400165416226014,226
260,0.778723634210957,0.351514979549983,0.111563820745216,0.466432225783516,226
261,0.817875007439289,0.227547531676121,0.0131256304271913,0.476057386551087,226
262,0.836989930333641,0.468531352195479,0.166019157396895,0.519227236337888,226
263,0.852293217399017,0.415517345636276,0.190901707705191,0.405012976655867,226
264,0.876678362420859,0.272008121327986,0.212179641363771,0.550847057156914,226
265,0.838159142139065,0.270528357681491,0.206222573802316,0.337700727724008,226
266,0.822307404525664,0.36586088936934,0.131014487235376,0.53397640880337,226
267,0.79789521442303,0.337793949886507,0.120320890499117,0.31423575498727,226
268,0.836231741630712,0.351584187836419,0.209121750029123,0.436494708160309,226
269,0.844318302499685,0.421012459937244,0.101384529613931,0.357614458607183,226
270,0.833507363157639,0.253897543994429,0.0291415140422504,0.377766692869995,226
271,0.822202633339315,0.379771681972517,0.133323715360653,0.356512648752368,226
272,0.811126044922751,0.275325995301219,0.251522420631619,0.431342063946875,226
273,0.805138716492506,0.310583047334901,0.13295759809321,0.375138051773011,226
274,0.840505021685709,0.378759174422294,0.206913470005974,0.465624273561011,226
275,0.812842397647386,0.336695999329153,0.152283764035746,0.467030845267389,226
276,0.854825969018398,0.249024181129426,0.170828622549809,0.313631832129145,226
277,0.856751141186619,0.333997296610416,0.108051796711579,0.434836660353761,226
278,0.777401071209916,0.322298781761628,0.264060323433263,0.466919893386915,226
279,0.851384443184305,0.339150626340475,0.337101555240188,0.517984994516634,226
280,0.83538358770136,0.323291168327461,0.08352915652083,0.404004560115972,226
281,0.846389445226183,0.332838277464216,0.10939955869144,0.42659608618185,226
282,0.809186187959237,0.25631417513466,0.127564680650543,0.463834724487742,226
283,0.840299011811025,0.417986373130548,0.380953925923253,0.494745504667571,226
284,0.849102290501218,0.41946886734191,0.331228606797751,0.319323495681043,226
285,0.834157280508242,0.36781938122595,0.132887064134995,0.49054291565848,226
286,0.854521768668727,0.41165909031479,0.0821757566090835,0.404709422513039,226
287,0.806301688055729,0.300542769060448,0.269649316126016,0.58760283091626,226
288,0.824276348299241,0.154488080857113,0.0627922065422615,0.485953474813637,226
289,0.860433961216171,0.201081776314993,0.0194007335363634,0.393367958859238,226
290,0.813161178740686,0.343476795363563,0.183504525269903,0.39830917865599,226
291,0.826722420351248,0.367064878783688,0.0641682019403681,0.41014972585336,226
292,0.801162848642674,0.353967972398154,0.111643239974223,0.424867191297205,226
293,0.815166370921059,0.422106987206046,0.117102500114788,0.414143584253287,226
294,0.81900164049837,0.242012655700185,0.212693775295998,0.355393144109129,226
295,0.805845528824367,0.314852027556441,0.16820374729898,0.359449363867627,226
296,0.836203293868048,0.333703951964275,0.0610410666707013,0.4792901203075,226
297,0.831838810457487,0.365815562923129,0.223056438631633,0.520506758744967,226
298,0.813480802544917,0.227115909267563,0.18111677781125,0.373097284205684,226
299,0.798240767217943,0.401160732874488,0.172176123254906,0.468626506222382,226
300,0.802804724044083,0.236923699466096,0.128710364712918,0.309667100711082,226
301,0.809659043086702,0.388217709487388,0.256566830207069,0.521063973221017,226
302,0.825715929572175,0.428887972865784,0.217545512473448,0.369677529176256,226
303,0.84574674550203,0.343845939432573,0.157649478684528,0.351653492670543,226
304,0.871520672849186,0.485156441317357,0.191846799247837,0.47984875448617,226
305,0.852178711804538,0.280748084742555,0.17853667080407,0.317152972120156,226
306,0.809962502443925,0.380263396046144,0.234841650917554,0.48188579069994,226
307,0.807771673177725,0.523453440970999,0.234263773604803,0.369370398330861,226
308,0.871988903360072,0.408488393334771,0.173080259298681,0.457588845006017,226
309,0.800993358289844,0.186916687687133,0.127234637302729,0.418808458704691,226
310,0.852889269983169,0.338936648855077,0.0145475760509975,0.462648217642523,226
311,0.85978688742422,0.376970602635524,0.210277234759057,0.355296943492711,226
312,0.848144671610917,0.469687890250195,0.213144566557169,0.346737353853869,226
313,0.854169323979291,0.437214507034359,0.0922457545191352,0.445664429356952,226
314,0.83413650559968,0.37954294056366,0.165393955644165,0.385067294868852,226
315,0.801689232070621,0.333260130249437,0.20643302925753,0.40814397704348,226
316,0.809719688343988,0.406656442900313,0.139728036891099,0.463597286347461,226
317,0.801362798336231,0.360385265979767,0.122969333411783,0.48528278996647,226
318,0.827807989380936,0.33037837387699,0.148027331271784,0.462688845434552,226
319,0.840324759062925,0.367927174888289,0.262461230587913,0.362247176897668,226
320,0.834201666564585,0.341565293485309,0.0537113297101507,0.391364312954927,226
321,0.844872720434057,0.310234664997422,0.248143031906833,0.490200607937856,226
322,0.822010671040392,0.302736812998265,0.00510448190225551,0.374539850740512,226
323,0.818916494104544,0.448418104393372,0.197441042033722,0.467992195666824,226
324,0.805985040263108,0.347218645943752,0.144265359334808,0.454667368032802,226
325,0.886727404462887,0.333482034252771,0.229439415737049,0.546266525514659,226
326,0.763271825620626,0.296615592788128,0.180679183245413,0.333971662757369,226
327,0.881117279919004,0.295816086126019,0.280358372859751,0.350702803243638,226
328,0.820546610227111,0.40753562272742,0.193298795554125,0.418342161058901,226
329,0.800237760269618,0.316379857258775,0.0966717320115472,0.388221136054301,226
330,0.805810701093902,0.283825544651067,0.0638743443231172,0.358235334365867,226
331,0.837225116893421,0.451288176425486,0.205760927220165,0.365297878941553,226
332,0.783754784402145,0.363131680641038,0.30482152925094,0.383382004127505,226
333,0.854595303447396,0.389756326113665,0.106272116714018,0.41804754609681,226
334,0.83461772679733,0.400004241436289,0.280126374472877,0.508143479521889,226
335,0.794687545286174,0.443387744449699,0.137936124258944,0.405875708981929,226
336,0.859114614014277,0.281067709431311,0.122647451587458,0.521468750185415,226
337,0.843423605010646,0.40981048919634,0.169915418346325,0.512026189420406,226
338,0.826085589044102,0.356425623200079,0.26778584670125,0.372151201653959,226
339,0.828416377295564,0.267946570814707,0.295618148632901,0.483976038986743,226
340,0.837405809251394,0.387872159939628,0.111891783913206,0.328735133407868,226
341,0.826897407822517,0.341264261102351,0.0344146434368,0.363000381725631,226
342,0.819200216637173,0.33499057418612,0.190432941040315,0.478820072576693,226
343,0.828933445318845,0.162796773499573,0.242975293139938,0.397422336262562,226
344,0.824105243518184,0.356662353566026,0.107857208380691,0.374759566125036,226
345,0.88210311289573,0.248665204109444,0.0471110307458828,0.3870848461353,226
346,0.798839773680194,0.33261374236731,0.0785181869658183,0.507790716763127,226
347,0.837781882126021,0.240648956655606,0.0804425310251068,0.347989034253413,226
348,0.812166819333101,0.292455160146678,0.0938114630511209,0.453859673698961,226
349,0.816173965355796,0.388315892790049,0.245966357050919,0.381930433831183,226
350,0.81193945205683,0.29296339177284,0.152434149206832,0.375289343550545,226
351,0.81745488970523,0.39478791138436,0.1816874117246,0.473254608756123,226
352,0.820594443415179,0.287814634830066,0.287299525178021,0.360740401948913,226
353,0.872466050998098,0.337705096872942,0.110959564800961,0.338589420404886,226
354,0.843610901313274,0.293707565151413,0.181323341022802,0.425542852377988,226
355,0.849513228645038,0.35495977821791,0.162600733973466,0.319191806977954,226
356,0.809958735712768,0.346563488163569,0.11070020764164,0.445811110057103,226
357,0.863127771986464,0.479839672761237,-0.0371884677836455,0.363755181124965,226
358,0.790860091123126,0.276960266074522,0.193551392004354,0.460299493734965,226
359,0.841977705879528,0.429256949699887,0.22139689059666,0.350684056052636,226
360,0.833951413873564,0.37370564369208,0.145262607108967,0.447614340254323,226
361,0.817078566907546,0.30606120099729,0.214625038663218,0.45346513798457,226
362,0.871335714367044,0.278140785790059,0.176875193905192,0.399635189998813,226
363,0.846145179404189,0.421205555850307,0.0282142016859536,0.428433565744355,226
364,0.820671731913153,0.392160314370674,-0.0226792291889059,0.505008076351472,226
365,0.822913248508832,0.220846835750956,-0.0709248634329274,0.414038744934894,226
366,0.787823669994509,0.237395811704873,0.0756013974824713,0.443523868880254,226
367,0.796328678957022,0.232666199499006,0.185470556606339,0.459698298564621,226
368,0.837739000789009,0.335703041933113,0.213781720927448,0.468306198577595,226
369,0.847294365251585,0.213856553498229,0.253094393944273,0.432950849956098,226
370,0.854976208342528,0.32185590140116,0.116411134192757,0.495592389724706,226
371,0.819307627352114,0.411030211447199,0.0432416292508075,0.390166544735655,226
372,0.867093280477276,0.493506187231047,0.165576569269831,0.394733643368959,226
373,0.835139551824936,0.336447099158002,0.0041934804888459,0.511904518989783,226
374,0.824098386572182,0.378454176967795,0.245872301054388,0.409706119318094,226
375,0.826758810698908,0.399585878769476,0.117929813961452,0.467789146789021,226
376,0.85190217715546,0.194234334271006,0.186565471972078,0.246381789506844,226
377,0.833356506101408,0.228740361982061,-0.0632341740730513,0.520770998783783,226
378,0.865954297324265,0.463972070812885,0.116995657530598,0.246639864277857,226
379,0.821280781096355,0.416633234162475,0.177278847845328,0.491351561080789,226
380,0.832935114764661,0.421028072859291,0.207595446940903,0.276847274092309,226
381,0.820215675245411,0.300789017034326,0.275207419337724,0.455825560997905,226
382,0.809519672993955,0.319153149423381,0.197533086385609,0.443505900885956,226
383,0.834953828425241,0.286967730424327,0.263145042780868,0.471891633719881,226
