"iteration","AV_RT","AV_RT_Slope","AV_SD","AV_SD_Slope","AV_Lapsus","AV_Lapsus_Slope","n"
56,0.939405349502329,0.489908489342197,0.816635978409423,0.507055595561553,0.924063163368156,0.630322720252583,226
57,0.935023634135932,0.60017500055353,0.823262298530724,0.287244286694877,0.918467944634272,0.625563665858062,226
58,0.926741841569327,0.475909112560349,0.749987725745974,0.349928913427903,0.924390792284832,0.558336117561829,226
59,0.937330057883961,0.593438664065515,0.803542513784747,0.377406965667796,0.93768304445234,0.621566387586238,226
60,0.9224197449432,0.641055820470791,0.735522610465512,0.254494286561943,0.898167851744792,0.723346373562759,226
61,0.93465854755137,0.655171057880139,0.794270495127467,0.346934841771651,0.899778512423993,0.672496080577676,226
62,0.940237069121304,0.607419821600204,0.761303108692238,0.413012586706784,0.928887289721743,0.704989437629869,226
63,0.921992460754041,0.526202067374973,0.796715224420923,0.279204364755043,0.913519094765713,0.639893674659225,226
64,0.923993720388,0.638062504862751,0.741403517430103,0.366728093701311,0.901967744066433,0.667001038925395,226
65,0.937715105654638,0.680959343571245,0.817080239523925,0.329534383317344,0.913658253099422,0.679906249053945,226
66,0.947170467534058,0.645909019505309,0.856066208091184,0.493889740760432,0.936776741480133,0.669245820054146,226
67,0.923368952519701,0.5016370188732,0.769879089388721,0.328756963161052,0.911732579074357,0.618618014844103,226
68,0.926795819583454,0.625442324925597,0.816850258813059,0.425118606942064,0.914627982081516,0.675220976167734,226
69,0.927537469998063,0.596194600321712,0.760185539717175,0.22868813321533,0.900627288431215,0.504090429426479,226
70,0.949390201336846,0.710202133129817,0.840414321677355,0.397534465972491,0.942759006886952,0.745887723266991,226
71,0.939167183758803,0.569508086276388,0.709281967522534,0.269923628748295,0.925065238848251,0.694501331927265,226
72,0.930681659593032,0.491210927603592,0.745484094260937,0.259001553033362,0.917623699176602,0.638547232775187,226
73,0.942822142318903,0.607865354038328,0.805541514376633,0.296110393785577,0.932570374602573,0.642685357709988,226
74,0.937232810046829,0.518274666946569,0.790753239956075,0.364133578956692,0.933918448548483,0.617502217188473,226
75,0.931730124411476,0.583373799701087,0.784897324648241,0.499220309547152,0.931836360440169,0.670469794078005,226
76,0.936238882474073,0.566692175130585,0.811306509681484,0.403243092382561,0.910495333866556,0.644703067149712,226
77,0.958124920333662,0.506439405264638,0.770994885700242,0.280459841672713,0.936716728305461,0.529805756997364,226
78,0.931899828225693,0.597932126806131,0.780335712398637,0.331757683107844,0.912266895903214,0.645383677597851,226
79,0.915381058810281,0.662560906533658,0.727618986653419,0.331383380130282,0.89908520618396,0.594487026961781,226
80,0.940381940328372,0.54663725182816,0.769364772279601,0.410630449784506,0.92119005915628,0.584103349330576,226
81,0.944260823793226,0.484380082094755,0.808824977061356,0.263221086229551,0.929968136609063,0.612564766616256,226
82,0.947172307302227,0.609115807543667,0.773391510964405,0.313459632191901,0.937795137453692,0.601518619934743,226
83,0.932211333464989,0.604155655549644,0.80865221554675,0.338761963649044,0.921023587439216,0.676013346944741,226
84,0.9410269121241,0.50479145872441,0.780473239738014,0.159374781690677,0.913302220337412,0.608696672380031,226
85,0.920411122725176,0.569400429110451,0.806776085097112,0.345623148910546,0.916398690798789,0.593481379460182,226
86,0.938256543816063,0.668609957664874,0.729137667296027,0.383025002829442,0.917182566063498,0.692701783301179,226
87,0.920976824567392,0.615010796956319,0.731234508673761,0.288819751510342,0.906603913001668,0.621771005286719,226
88,0.946692048802968,0.656815619824434,0.825404255933041,0.476425767686509,0.914808242931693,0.682767005433308,226
89,0.944080138913343,0.686685959080387,0.80800907820585,0.446243323283708,0.948437777405763,0.617479668161131,226
90,0.945446589697226,0.524677479620498,0.716839103998408,0.287761898312603,0.892287425369103,0.602770885574598,226
91,0.941091814502872,0.529987994714801,0.819926924960643,0.325361862811297,0.901455936864261,0.532740610711619,226
92,0.926726324550315,0.695766277365011,0.854883008743346,0.388985276550611,0.900409505982298,0.560442174150926,226
93,0.935529286847395,0.594590703269218,0.850999209630761,0.249118020640365,0.932655243241857,0.619789785486683,226
94,0.938873520030733,0.649929553838605,0.788399177606339,0.521294228326446,0.907453926250957,0.690724095127536,226
95,0.939841354254336,0.608509522594375,0.752962503263812,0.182323713409348,0.912933888692546,0.683272804980452,226
96,0.923862248775935,0.604335119080375,0.762494816254893,0.315174153034078,0.934976525184585,0.627013861191124,226
97,0.928120865898973,0.630625028288961,0.79150202233564,0.402215818292644,0.948838100253175,0.633605715026147,226
98,0.91965516003555,0.656223219395957,0.77950942228586,0.431329685006196,0.910984858834164,0.669059537893561,226
99,0.933278202648386,0.607744349379454,0.766180707014051,0.358620006574485,0.909968588470829,0.628652957965492,226
100,0.944519414337441,0.502423862645415,0.791027194802888,0.331272655167296,0.905382035153489,0.66804420187974,226
101,0.93674057931966,0.474142262917072,0.767957631533897,0.211499734563603,0.922643568446181,0.603311635167541,226
102,0.948589077872263,0.652641392207831,0.813841390336257,0.312929582378233,0.939049016138746,0.615282158136724,226
103,0.922759987660633,0.594169835874827,0.781695002799507,0.398928636703283,0.887396286632378,0.662512770390169,226
104,0.952232536121665,0.590814916743508,0.802622638221821,0.308715864075357,0.911723687900626,0.574852369098459,226
105,0.919260149749143,0.568333364647292,0.739626236101014,0.366840427216061,0.900078568145241,0.624356248671056,226
106,0.935507181308868,0.6417785855966,0.779264568534391,0.295863669733454,0.918097676909997,0.651566899234145,226
107,0.940795383060324,0.596110999579051,0.765019385578574,0.322832571403616,0.927224689473907,0.618897025330551,226
108,0.910636248514656,0.619935343665044,0.766829700407572,0.155764657394327,0.900845477466432,0.612335306254402,226
109,0.936382951692229,0.621645162259434,0.769296297230739,0.304175394708842,0.9234046361155,0.637975135869562,226
110,0.932355241663273,0.6049778672115,0.748498267777099,0.540639581086079,0.923095001609141,0.664413620047335,226
111,0.924653239362812,0.537641077217507,0.764574460768606,0.417184515450562,0.89722903843371,0.669641740473458,226
112,0.908468830388679,0.610458061719057,0.791012800500091,0.405050752361809,0.913612975190117,0.608890454133122,226
113,0.932743191146537,0.679358558082644,0.742134145375636,0.407263715079312,0.912180243370315,0.627842094605581,226
114,0.920597613278438,0.567287575029342,0.745856652303436,0.324675909652268,0.912640824022635,0.642835427595802,226
115,0.942893907426475,0.606370976124128,0.794146362691244,0.509953489966064,0.925423202357398,0.588936810996132,226
116,0.947174530790404,0.56447852623437,0.81067347407466,0.524388905521225,0.941650230517964,0.738514406503968,226
117,0.954842927969515,0.667184267982575,0.790860869824161,0.258917706594125,0.91321413728309,0.629689917641523,226
118,0.938871205985889,0.613055194333114,0.733603507338321,0.427698366820027,0.884162272913293,0.526974800575221,226
119,0.932420810308378,0.631132980173827,0.77776692579438,0.38913411252808,0.934194092245488,0.643606455610536,226
120,0.938663776517953,0.573969081944923,0.781938741081726,0.34961008959422,0.916475607904152,0.71210163052684,226
121,0.939013481729269,0.594995137794291,0.783366469646298,0.316092674166608,0.923711707525605,0.659284009927501,226
122,0.937163172216162,0.553949942005713,0.743218971107963,0.430288459052377,0.92308226376658,0.624858534362273,226
123,0.936510479307853,0.604558678814452,0.821186808600935,0.268958048333443,0.906786012842352,0.608522760364215,226
124,0.949013529601123,0.489902624301156,0.74152613414033,0.330850348500379,0.909632299781481,0.619694783555033,226
125,0.891927260391825,0.443885305875666,0.726996222902244,0.305850282244841,0.911222762083575,0.600978432481259,226
126,0.918669274729325,0.584903769384902,0.791313372728892,0.458506694778864,0.922848870281888,0.740749643613537,226
127,0.950819778256461,0.625254163951366,0.73618883659996,0.501813442622467,0.904123609094076,0.667129128447789,226
128,0.925018463785871,0.642293017206353,0.774833893754357,0.385732052177799,0.874943103063184,0.716522910757714,226
129,0.941754716614759,0.478856190929683,0.827522253729035,0.310025857798261,0.892180591319678,0.620501698562587,226
130,0.939202389675089,0.628258622957901,0.794204863447796,0.466904910315234,0.924342360575888,0.674387898897526,226
131,0.947832284194554,0.593014072533713,0.788230584083826,0.302361046023354,0.905522434213543,0.53780141412823,226
132,0.925377602877423,0.719497387237519,0.807980656778233,0.218800901106235,0.913960844725642,0.646685519779235,226
133,0.887680818178377,0.605833163742783,0.746701384141145,0.417463886787493,0.927454878284359,0.572743293971638,226
134,0.931832278073869,0.64096017761867,0.69437299644787,0.412870105189994,0.920628471730291,0.689647820897088,226
135,0.930419057545631,0.689867380011562,0.7571453434804,0.280448291715209,0.913374827438735,0.595261267333197,226
136,0.914384128324007,0.529962587593348,0.805908024607866,0.445130656799163,0.910362169782181,0.687630650638769,226
137,0.924810917371425,0.664190451659269,0.805452097449551,0.392779171659614,0.881034842066569,0.65719569500964,226
138,0.950474086000218,0.612729601143885,0.828085351365937,0.294352611717567,0.933872912717186,0.725865152858347,226
139,0.946860709506633,0.577892847919903,0.833408481293394,0.372489883495195,0.918901210609397,0.669506578295053,226
140,0.94711297486701,0.706091797701997,0.823724070829533,0.355233234612454,0.913289920309792,0.682709456196056,226
141,0.923386865658546,0.545349311297117,0.801492647525838,0.447321417869534,0.933913785776315,0.654099898780148,226
142,0.937327758866837,0.645965948929778,0.792120925825485,0.223657834243951,0.91143851452712,0.626342270837025,226
143,0.927996705113784,0.563401958138736,0.803751387059415,0.2842532725718,0.919083921791319,0.706093177399081,226
144,0.936224830131368,0.682532816788703,0.808020515717477,0.335991862021711,0.925268216203052,0.695896992073447,226
145,0.932691237709082,0.645791409403663,0.777631219695572,0.357452431963272,0.915909567915984,0.669542567912168,226
146,0.945748593118375,0.534971268291616,0.774730722116166,0.294238625085263,0.904700053348762,0.526514129935867,226
147,0.931914507843438,0.626801056972674,0.804013910068429,0.254835925432997,0.922670089146452,0.693361004133697,226
148,0.947009724237499,0.57735877883854,0.800705733750252,0.418480290795438,0.926216160750041,0.641902361927343,226
149,0.93284487065245,0.662418140470546,0.830172333669968,0.426564056768717,0.909156874740875,0.673228806515634,226
150,0.941717303828905,0.599854950066733,0.777246513676561,0.445271763443892,0.903001646962052,0.583163058595831,226
151,0.938458525805848,0.644766578314897,0.765568054959892,0.468934163527277,0.927391248135335,0.666305933503645,226
152,0.934365145199196,0.630715108625445,0.823866024377298,0.374052482403703,0.921702340203981,0.645594243888343,226
153,0.924145190867613,0.601291518793889,0.803096846760783,0.370961350135036,0.90574085196112,0.622940456131476,226
154,0.928167094336831,0.551979726238308,0.786262021891478,0.376430240870447,0.924338593602694,0.596725682584946,226
155,0.94813962175698,0.683395236963051,0.810042504462569,0.404288431772067,0.922714308906527,0.71383652485542,226
156,0.949083468389978,0.642643483922266,0.766992467011147,0.48637407920739,0.911492391983781,0.679184475360768,226
157,0.958331058530683,0.629742594235952,0.758270098234648,0.41675372783217,0.922684903364549,0.661695283858893,226
158,0.910319357979264,0.607608260554827,0.778561827314648,0.342724672960155,0.916865731439902,0.67029200267009,226
159,0.906410875905762,0.647770773087416,0.824306148467473,0.422703739511734,0.930293465909685,0.619567345321839,226
160,0.949263383342131,0.528621669592452,0.786467896096008,0.372821731429215,0.926795562018012,0.620084873708484,226
161,0.909386597029809,0.523825650302065,0.780920504769738,0.317698712074703,0.934930369095989,0.654237449852497,226
162,0.928372870623517,0.616573093663289,0.763909439619983,0.398122713776782,0.914755641603076,0.647579124786931,226
163,0.937389303533655,0.635199915908096,0.776140561438549,0.468124501440494,0.919724105114923,0.572454733395141,226
164,0.945687157517846,0.614388240764079,0.832249663746165,0.334258947648503,0.920659407086307,0.552964560183663,226
165,0.934053819985551,0.636376543954117,0.748904209065326,0.33727590040004,0.916489410038835,0.664141040885487,226
166,0.92893646577055,0.64841041712818,0.814048939763377,0.358536798890538,0.93659605117644,0.687565998361391,226
167,0.948113437047471,0.666679553348546,0.810182401288228,0.211004400596644,0.927761952901333,0.643045184100543,226
168,0.902076007058824,0.501374500857038,0.750232970660466,0.342531031394385,0.915853254825681,0.61643352414631,226
169,0.93989613805583,0.533890318530679,0.798347457380714,0.34101141617541,0.925669438047686,0.68673441179016,226
170,0.949450406433723,0.482712181014934,0.823326210409449,0.362574077626634,0.928917171243391,0.701486914586981,226
171,0.932828916258943,0.682578617871414,0.682177898051525,0.276112582741227,0.913629460889037,0.641029546507076,226
172,0.942056594055475,0.588879485212531,0.787053738763876,0.250772877975321,0.921487471902141,0.557084353609237,226
173,0.918256001445363,0.548471469032563,0.820014879601249,0.352471924821893,0.90242249153142,0.633110033905239,226
174,0.916903261105092,0.582903917206792,0.773340255539665,0.421089113169958,0.921182485808814,0.636303077215609,226
175,0.928200077828916,0.578595288341666,0.759750128404025,0.344799085201157,0.922599614922699,0.687315835414548,226
176,0.932197643723712,0.586615654397456,0.745143275603789,0.520323440768528,0.922859954416279,0.642820607870903,226
177,0.942106318116032,0.519640343401145,0.756216140834796,0.43724945702036,0.919036460184348,0.616396595547521,226
178,0.917439379014881,0.626059589522578,0.846285114068624,0.42816940334787,0.918343649742805,0.553779146512358,226
179,0.920887615452582,0.647579266745717,0.805687363392784,0.388453662450562,0.919100405839274,0.650228369764738,226
180,0.934200319294793,0.60200826642379,0.802465724187775,0.357001520920708,0.931508172347858,0.701707449705035,226
181,0.939872661810731,0.610806967898928,0.792760494149689,0.433656096912,0.918274079395753,0.633005713470296,226
182,0.935790140436728,0.540375528487468,0.777999856033167,0.251324589962144,0.908164841239469,0.58810474483153,226
183,0.934495217657368,0.653444105419339,0.780035272274916,0.290149215392626,0.906032013462932,0.638867302947301,226
184,0.934675278489613,0.609447542898925,0.772173161007759,0.243485404251344,0.89840922765066,0.619318228262386,226
185,0.9339600477597,0.581581724513826,0.790823040392904,0.175924569639555,0.908632090304174,0.629315221366521,226
186,0.921738041324242,0.684151762031125,0.747856115477818,0.286762695082531,0.91471209346725,0.694819633624683,226
187,0.924314350993934,0.547017001784328,0.825150941867644,0.379351853065831,0.926561430255708,0.63715146688655,226
188,0.929286410006168,0.605707893493057,0.797314012765212,0.332980189860093,0.883085858424081,0.655532397734781,226
189,0.955867043608246,0.628871761988672,0.814428228157469,0.486309574197344,0.897736908999775,0.659050170491899,226
190,0.942967931999242,0.642403882673772,0.80611461755705,0.352676435201441,0.938082692247246,0.657443329140149,226
191,0.912123994393915,0.649044380233686,0.7099179826962,0.421513838610428,0.899390372320463,0.59336479844782,226
192,0.947105620048122,0.657072888699103,0.796845785305871,0.433540788872842,0.919727295536999,0.738245810548768,226
193,0.944949367716048,0.55325539617249,0.83780156240925,0.388296746851748,0.924015894728612,0.58542033511704,226
194,0.922539741890261,0.583806796486756,0.741030745641196,0.0734039770396855,0.895619834793459,0.637491020931862,226
195,0.931712985046041,0.632142598350908,0.806404811173334,0.372903176801641,0.890832647530508,0.690422308303925,226
196,0.94009150943858,0.568132922287634,0.785522290236419,0.398400841744386,0.902268670522517,0.576176362413863,226
197,0.928614430610899,0.565675239969328,0.737760644373563,0.39888817550509,0.925484423408124,0.573730492141579,226
198,0.937071134649466,0.611031191813392,0.755015280203303,0.259437019858732,0.921317754986241,0.687127880759856,226
199,0.936391380472584,0.590155384322408,0.791120583523231,0.314599968329396,0.89925147140823,0.595673742552559,226
200,0.933386758872982,0.652529111433508,0.729323984287426,0.375820782227037,0.904858443571477,0.604718468853263,226
201,0.917462560888785,0.532952967144635,0.776013223378357,0.343033059475196,0.902402424685214,0.58215726787393,226
202,0.918233233065794,0.603398087079362,0.762898704007968,0.40544139512882,0.908610973326116,0.699189131468533,226
203,0.926923774365127,0.534268708487842,0.7989595285559,0.328718223889239,0.90217971099326,0.560520770703502,226
204,0.932016838930328,0.555045591178343,0.744732713453096,0.409759548033457,0.904389493445479,0.570043145365897,226
205,0.939387570426837,0.658984799417667,0.806547330364683,0.402259432047978,0.915839226493947,0.568152543966475,226
206,0.931051731218129,0.632936880058354,0.771517714032302,0.368295427196277,0.916864283631459,0.631416993791299,226
207,0.941517563418985,0.716062480261782,0.787175898001668,0.460052375908099,0.920814216792558,0.707612905240822,226
208,0.958105461621519,0.666555241226774,0.807648106842871,0.415076610482993,0.936579370780775,0.689906905539934,226
209,0.938533248638762,0.627847286889228,0.782722506090201,0.388665066299316,0.916564815150374,0.67614952271944,226
210,0.91103614033549,0.58452487864976,0.757225952237405,0.328611770426183,0.89646480838444,0.657289206719835,226
211,0.931887990356027,0.591680062512951,0.780406188206707,0.330837850214292,0.9043172363137,0.698312448879589,226
212,0.895568561250026,0.590621440878214,0.779302365170058,0.251922985421243,0.919790688164847,0.669809525238969,226
213,0.939365710713813,0.638421059557979,0.792575227438385,0.328404939097966,0.91290446026556,0.65538692247537,226
214,0.934953163675643,0.642087706199155,0.753456845112333,0.378012544864159,0.899648428772379,0.584455721875128,226
215,0.936637859609013,0.624072128394053,0.710602040857453,0.190237474976369,0.914594598645323,0.60368360654358,226
216,0.909835899314621,0.581122994485981,0.76913958527715,0.374552586489055,0.897129576023062,0.65032725872874,226
217,0.94482344679318,0.614144001339118,0.718128450568757,0.393880283138212,0.901552369298882,0.720516946239328,226
218,0.939256825269409,0.608145601653738,0.720225702563925,0.379320278280636,0.908291709063654,0.692946690254025,226
219,0.928921565404791,0.652060917994309,0.841801843642533,0.336553228130044,0.910775503345539,0.65252830972511,226
220,0.92990786186462,0.54950100301158,0.786214355127263,0.306706733162059,0.932629344829351,0.651103955069134,226
221,0.93830795322428,0.670263783279313,0.829433320084751,0.3034076886294,0.915799284947867,0.560928920967051,226
222,0.922877541017521,0.68346205320892,0.78435644900799,0.409851141183895,0.917123907820475,0.682367812589017,226
223,0.934355573040613,0.65077446513068,0.81188947100023,0.492004988566994,0.892026495012355,0.619471713171795,226
224,0.888647436481265,0.595631666390408,0.753361098705391,0.300577081118858,0.908739738750386,0.672128530657546,226
225,0.931271007949634,0.620165904869431,0.775427308979453,0.311991050734529,0.90987091764489,0.6148008863869,226
226,0.939182959001484,0.546799333705082,0.809659104381294,0.316892004156318,0.908214711051095,0.596268698373577,226
227,0.917896471714072,0.646748220491337,0.762638356770294,0.54764695924334,0.907968663468301,0.625737682637017,226
228,0.946807200383129,0.598111155947443,0.812956658540153,0.277950541077868,0.924285119189133,0.650807525456209,226
229,0.937901829195834,0.620247379875273,0.823945314370389,0.466527766521532,0.91428114536379,0.634613147802209,226
230,0.923059845983836,0.59041195802017,0.767732264550708,0.460577728744231,0.903371705030496,0.671148046918425,226
231,0.936808938217759,0.586500232956042,0.761315132712222,0.472534024397048,0.914718102531505,0.700912852120543,226
232,0.919882207162382,0.597906203575255,0.794163692989777,0.405191861189083,0.912744604376968,0.664830802584137,226
233,0.947875977334427,0.548511126708482,0.823270515854261,0.356586516290034,0.940053122743627,0.626714006764741,226
234,0.935028824627124,0.55933744940886,0.779264094899201,0.426243911277006,0.930965037642148,0.622995109603277,226
235,0.926068512636963,0.553479337786642,0.706079960746129,0.417656158821816,0.908385812111592,0.679290189090672,226
236,0.927036151593247,0.659995370693761,0.804327938335685,0.323664393458646,0.93082034044355,0.688152933567405,226
237,0.94541811570536,0.53496160740891,0.698416863874026,0.367609786075133,0.918242351397038,0.641066460286846,226
238,0.935075644432902,0.609597544843715,0.799289311598778,0.354034932899252,0.907465707115772,0.602562584210287,226
239,0.912595725669063,0.546907310486368,0.785628948019372,0.301688376259005,0.913032619354482,0.588855119996465,226
240,0.912981881722003,0.676885473525793,0.818546682492989,0.448029286292243,0.902152784884962,0.67419451743149,226
241,0.932939933878927,0.618490410525274,0.741436959444357,0.346831213811926,0.908130513035387,0.622402614838071,226
242,0.938111431914028,0.691844320588308,0.747492789540248,0.297721868724514,0.919510181414841,0.667183109528388,226
243,0.943784150149808,0.527185001039518,0.838520332689047,0.33357802118713,0.922192724144702,0.604265165575355,226
244,0.935200165688272,0.534864825937881,0.824290973808324,0.481538836914225,0.92122757734111,0.598645315614004,226
245,0.940616375576116,0.561779973590565,0.786981003417805,0.339999320422471,0.922140289183657,0.691516996026177,226
246,0.951930724807094,0.631553743334187,0.775022122441687,0.27934936703967,0.929298203516343,0.644459946484201,226
247,0.927170163702959,0.594053800490455,0.74352902513576,0.505427722331673,0.898129479133784,0.526540971768462,226
248,0.930968768709212,0.637001942266837,0.775550488327827,0.225051211151678,0.91741209448952,0.633690308375144,226
249,0.938684334380094,0.680820453970379,0.768986458203342,0.371779801968425,0.926802178113098,0.607374846336905,226
250,0.938198849002097,0.571749918777344,0.749997585685407,0.402614714513722,0.930438485425493,0.70608374754855,226
251,0.920418453333112,0.643269939807984,0.765013277522266,0.275695180310529,0.910786806387354,0.620578421526428,226
252,0.935572616639064,0.522897988106572,0.762802854874872,0.317069939045158,0.921710773829512,0.630836129657614,226
253,0.922976496320855,0.678809061881528,0.752793451189316,0.323924126509555,0.932510332087883,0.663301058157385,226
254,0.91583415609072,0.486260966710655,0.730927215154707,0.188796748209914,0.902878538069147,0.639720797033345,226
255,0.918105253196059,0.560247320465419,0.796199897178505,0.343007837696914,0.926929924637962,0.611910060064307,226
256,0.936376735432053,0.473686917800117,0.80604050861974,0.286080517554911,0.932826050029788,0.574508464589723,226
257,0.953530569117065,0.619320367674582,0.804751724650713,0.33313689077789,0.910424619016648,0.614785119841533,226
258,0.936086181016618,0.517178617067546,0.780106526400128,0.338216424612359,0.924596132427056,0.625586767964288,226
259,0.923973983002317,0.578801066167755,0.805482025399248,0.367422254943385,0.916825308781507,0.618003122123623,226
260,0.941684602996347,0.535687581832465,0.6944274370241,0.103185590323807,0.923306849891923,0.60873194056268,226
261,0.935732652350468,0.527018376476465,0.754384634147372,0.259960611086927,0.929238020680254,0.623092760473082,226
262,0.948650027191335,0.594550924490423,0.768184814328048,0.345477532446587,0.899136849659375,0.646223350788502,226
263,0.936795042598472,0.547677470999624,0.814553470969363,0.214652397441736,0.916325725025744,0.538021484267607,226
264,0.924669980607865,0.590068929194033,0.812380680129238,0.348304873593677,0.88257313355811,0.614446681549118,226
265,0.924754306307659,0.689776329839548,0.784159608221152,0.35961072295613,0.931702881087889,0.630648817842347,226
266,0.929381727739878,0.705932183331423,0.773259230258907,0.450531320149808,0.905110343376537,0.612423852664195,226
