"iteration","EV_Hits","EV_Hits_Slope","EV_FA","EV_FA_Slope","EV_Ap","EV_Ap_Slope","EV_Bp","EV_Bp_Slope","n"
30,0.86601572615256,0.292939711964192,0.738946861681796,0.220175387894627,0.781557011936607,0.232372232375036,0.772215422657876,0.252949960098292,226
31,0.892676157976482,0.171224026498404,0.727911624606117,0.225834933180139,0.83295503709369,0.330282953498026,0.778906748126691,0.0179066629719215,226
32,0.879152032781072,0.0848824215639029,0.745755829740293,0.0751485413340282,0.769704244637011,0.248964808599794,0.751626654121082,0.0838121864281147,226
33,0.885202977604941,0.0536059958250318,0.696926911375982,0.235916916087668,0.754397031496865,0.0594441751651458,0.730836035293852,0.202488785463866,226
34,0.889760505956815,0.174680871344205,0.695372948400672,0.188246167165972,0.761095270718553,0.275388247796267,0.749087942617608,0.0789057523881078,226
35,0.848152134675028,0.0603893153504492,0.815196380748168,0.262039979201497,0.803609361893858,0.0868522091249968,0.805436918835523,0.0656536811482063,226
36,0.89012011591063,0.093374169149508,0.725099973873696,0.206770030157813,0.790407999863163,0.195097373813275,0.771997138610346,0.0901827908857084,226
37,0.886779616917599,0.259207753917976,0.769831445071741,0.154050847496589,0.779312686835954,0.1857216850757,0.783094030859599,0.272432326925121,226
38,0.873490034901785,0.254007998878471,0.685980022198582,0.139993933720066,0.740402990651844,0.256175381387465,0.718822456366733,0.0100615094112424,226
39,0.872945720317089,0.126195997925851,0.748475367714829,0.357161970021057,0.768396336823963,0.223258152052262,0.786325704342096,0.115318355401204,226
40,0.916414105029894,0.14132939014017,0.707198546017177,0.367171150408641,0.840221067852453,0.334447421600934,0.760358010903524,0.147801113530244,226
41,0.889804268126834,0.0312860920540192,0.78713523802027,0.407707314733679,0.811992597930045,0.244804489538011,0.784829423376641,0.137607125163919,226
42,0.871790461014826,0.131593901418416,0.803638207331903,0.266156855445846,0.821603517631059,0.300835721577182,0.761215724115014,0.249004392845079,226
43,0.874551729691848,0.173574278577555,0.731608564238179,0.259039648031506,0.764775545015256,0.269223173876867,0.754043591721807,0.16237289185759,226
44,0.879072443371801,0.22226279313612,0.767882514246631,0.381022489687088,0.790378414679577,0.363641619241899,0.76305513958107,0.226238505967761,226
45,0.881668588607728,0.0888962844463062,0.739985332262103,0.31441847643599,0.769985040293665,0.289822349411844,0.770416815922677,0.0639157562824838,226
46,0.889732666375569,-0.0102511747179605,0.671565798942487,0.262815461145862,0.811020559863226,0.110835795004741,0.740683080449274,0.136494794360165,226
47,0.858018119160903,0.18208310760409,0.754480492392178,0.265122976377898,0.752705484671139,0.267407561677461,0.732597854054019,0.225589953981513,226
48,0.879016506873505,0.184835783626714,0.680863818204475,0.271120473255595,0.752371053559634,0.276625621642345,0.72114727625317,0.268048386965721,226
49,0.865404814516435,0.0630180430171929,0.693411723782121,0.22904458848558,0.726960824003798,0.0422627194492105,0.760893051743375,0.144661675508739,226
50,0.909510349829709,0.150300481595675,0.70628743147451,0.223213676456793,0.792303720072894,0.242820711368754,0.734152556252325,0.116426229451113,226
51,0.864888631726177,0.212954882543517,0.692067872391692,0.259462704587533,0.736149315564186,0.277161270146394,0.727736621754736,0.166935583869737,226
52,0.882711286140364,0.292491997972647,0.747508686773277,0.301589217569351,0.808448208849769,0.399621902661737,0.744515529271429,0.213145127829764,226
53,0.874092469359268,0.202117754422224,0.780300489408425,0.274551043394254,0.765168078936955,0.349554006544308,0.834355294000784,0.173090757584765,226
54,0.87122146202314,0.1157457188468,0.76057268441199,0.329588437269769,0.784996435786494,0.302581597330656,0.704768858549529,0.202619746946454,226
55,0.878733181287364,0.26810119375515,0.720348358306197,0.218166793752002,0.781454869099556,0.318999649132112,0.737388779244111,-0.00269121672728664,226
56,0.866679818536804,0.271642003448621,0.751230124934285,0.116371238546403,0.790992203576055,0.256094280161083,0.793810672874008,0.28910976078551,226
57,0.87751322980314,0.210369677116878,0.752298980250048,0.152821528403075,0.83359113202613,0.153172238753496,0.783232879236741,0.125876810651965,226
58,0.868201806247149,0.185942861788279,0.698822885004803,0.102056046765051,0.76912146490966,0.27674503702375,0.726513501889776,0.0764001917359441,226
59,0.88154972945737,0.0734394636379614,0.784339696551694,0.290782710593055,0.75881814826509,0.133892822935138,0.756845128216976,0.176509751502617,226
60,0.880198771753632,0.14835575240102,0.733240859464235,0.296554362331323,0.799157428932262,0.223644481825761,0.632322284216767,0.308123499216577,226
61,0.875234088513079,0.170979864063512,0.691315809270142,0.0827008096185078,0.765562542533181,0.190419926553969,0.77657269246645,0.132761662829112,226
62,0.905777334336839,0.177886089110904,0.732534955794061,0.386804868406193,0.800210021829313,0.227696650280542,0.731724516865175,0.237906295464365,226
63,0.890914428506591,0.188481789666957,0.713916026961755,0.317070964935516,0.81130227434922,0.294847444793013,0.727347294506686,0.252317315034567,226
64,0.878608624825952,0.261212287425626,0.750156746672654,0.328395636917962,0.770751679322448,0.260270633291632,0.733433090473802,0.000652318341781917,226
65,0.883264961113373,0.153718882402753,0.784854435246565,0.352758080157922,0.792632601935137,0.287763615673224,0.772579000567024,0.0264136346350352,226
66,0.882009892020853,0.129677759978135,0.738757127875354,0.273446034464116,0.787921891550246,0.303592734853751,0.75726599070269,0.0689957849296335,226
67,0.884664653144748,0.110706140330057,0.717716137230067,0.0648423994513243,0.800397715142327,0.252938921103164,0.72687467690453,-0.0303749008648957,226
68,0.888333951831488,0.134334647630267,0.730573531175529,0.313679622563493,0.803031222557435,0.223639740857131,0.702780830145981,0.0708041652430305,226
69,0.837978094063042,0.0813685432775208,0.731511306606945,0.296669895340443,0.73288448792427,0.11606040635724,0.76245633905528,0.14255302091455,226
70,0.874500909553348,0.166639622045453,0.820778205503622,0.269860081631786,0.811500201373289,0.309949892473845,0.736019337536734,0.177884103208405,226
71,0.887985975501441,0.0945996408265563,0.75598433169536,0.334124273368098,0.761557872773743,0.261666658040889,0.761958741479506,0.160415271697706,226
72,0.879924824448374,0.283323062598628,0.785979301968526,0.263049433423351,0.779239285403547,0.174663378394582,0.741918173395693,0.192409248077248,226
73,0.887691958703556,0.275683199995728,0.764111392785855,0.234593861921467,0.773169563249068,0.255948683552036,0.719941128651406,0.19409572685711,226
74,0.898765575055112,0.187152350322881,0.758146887840075,0.0861794918336322,0.809230099194853,0.184282764297705,0.693989046863429,0.0852871842598999,226
75,0.875358272230069,0.190706222445845,0.771734933212697,0.340800225199262,0.787959796386565,0.358346987070101,0.770464435405812,0.291794516668646,226
76,0.909925568879456,0.126978795923474,0.756490916028878,0.254328898881832,0.84204658764477,0.197002304960125,0.768548043985286,0.216189861848381,226
77,0.88080279176859,0.221078948539676,0.674793503077392,0.29779566955472,0.749130591417557,0.417583707815806,0.720035442156598,0.307482177076494,226
78,0.901438415197111,0.225317328283044,0.716991987813407,0.263594584507621,0.795009483403702,0.17739501430693,0.789213535088478,0.10747195469825,226
79,0.874086499445352,0.227408230592123,0.741663949026447,0.324137427941731,0.747820178957022,0.297826281794589,0.752427047507784,0.25775480334537,226
80,0.896638003060678,0.173157001027773,0.708788600587231,0.2867026367271,0.818828672087833,0.306214774349214,0.721739204035883,0.119171255560798,226
81,0.865725810307337,0.144579474585012,0.774619084470801,0.284581487557624,0.766650523204712,0.213240421926262,0.737557213574544,0.242264360613751,226
82,0.846206021515778,0.17585658090515,0.801153973102888,0.119570375340275,0.722998490179763,0.11750831766881,0.75180903729037,0.113272052293018,226
83,0.893621754244283,0.0781075867330327,0.786567278535158,0.321557407658399,0.784185967829868,0.222097489285917,0.8362700933905,0.223368226199034,226
84,0.879315669677662,0.20285973030001,0.742967418671471,0.194127383625551,0.79111692613047,0.179767055762035,0.695418535453453,0.204984702291488,226
85,0.884786572969847,0.16831205188862,0.696151608309252,0.297924337415919,0.773365795207331,0.216843836039352,0.701672310165281,0.219630662148818,226
86,0.881062575899387,0.213168557044384,0.753404528358273,0.298202423801617,0.819055225928497,0.288254059882282,0.69553274502485,0.190794213040878,226
87,0.895379241232669,0.142888729927361,0.772021145084952,0.295091037478291,0.813622885507203,0.302417196856864,0.744601002084148,0.0590781463170741,226
88,0.86852709478338,0.0772753791471559,0.678730474916141,0.144317145426098,0.742609832262255,0.110376725408152,0.693648956467246,0.264507445299717,226
89,0.851898543318781,0.138221899449532,0.721722619697803,0.222561348049553,0.756104042651059,0.268296851466586,0.771432401947376,0.0896125390793457,226
90,0.872382397228188,0.318676937251691,0.708300962621044,0.387856423464886,0.776076241179072,0.349388683928476,0.719457283842468,0.159050122160693,226
91,0.890851461829979,0.07161956842252,0.687703309849305,0.196079603551777,0.772319479929812,0.141205725845145,0.72842667197081,0.252325985502028,226
92,0.865158912908082,0.138618298616939,0.793439452683423,0.252310246569059,0.793579968412325,0.296613617253677,0.760270381093288,-0.00319050996382521,226
93,0.892028084316459,0.136710104287743,0.794882067308431,0.203231289283705,0.828684845788638,0.219182461598143,0.749184808821117,0.197969971763588,226
94,0.883771741616647,0.202861457675292,0.718515670944109,0.331241529096894,0.793656224205795,0.306022272416078,0.771684706134669,0.228733969395823,226
95,0.849820217203347,0.184599128126291,0.691438131389875,0.326405196958008,0.731633699735228,0.26084270372966,0.625406157330098,0.11100155892722,226
96,0.890794287496201,0.0725051405179409,0.76600532779693,-0.112557989417666,0.809604100278441,0.127584935248472,0.710733851497749,-0.0161267352394565,226
97,0.900050499307838,0.0375454039161428,0.8057477748067,0.325113693005579,0.789496579534586,0.279585403179507,0.785529438338071,0.0227881800866621,226
98,0.862977542609638,0.116660739359583,0.74131071701186,0.128471533997505,0.779218431136062,0.16003834090195,0.699209207490406,0.157862239527888,226
99,0.884146143999699,0.120383129182742,0.726964003159136,0.296986969809151,0.75465625367369,0.240244500476105,0.764346526313183,0.188495404337069,226
100,0.892008962497478,0.232566576870528,0.779938080779159,0.108795264806095,0.806430860838202,0.290764394919873,0.727269706382112,0.152420542712262,226
101,0.844329141207242,0.106556722318192,0.763732597797569,0.212221838937762,0.770447141577555,0.261391704301412,0.711063074718238,0.0209357183149895,226
102,0.898615994144602,0.127943764321246,0.739300836091605,0.229881885181335,0.780325631511907,0.181366017919798,0.756565319681564,0.0446344827081697,226
103,0.862170201270714,0.219784551120116,0.783259939755346,0.343275739708742,0.764563059478102,0.276187135385991,0.784573167543463,0.123433570041727,226
104,0.869029666111415,0.181257465150144,0.730388917720456,0.328176018357298,0.747201927746179,0.29704874216578,0.797754256790158,0.0507496721979243,226
105,0.891766202590746,0.134864440507443,0.684626036460488,0.282948943616231,0.76564716363123,0.167084299251569,0.700310005737194,0.0907527531723713,226
106,0.88522312577182,0.164665282429726,0.709741710482962,0.25654177057199,0.778351120878423,0.261034522146537,0.742117992752053,0.146703218650561,226
107,0.86751294887216,0.169679435807259,0.751416210479532,0.16735846684471,0.803519291150549,0.177710696610829,0.814406783124921,0.196687393216248,226
108,0.923154215046136,0.194194665855322,0.714992850062167,0.0690982826193405,0.830263764332665,0.286342248326014,0.743875692133867,0.117307458576494,226
109,0.878991118525777,0.181242556850481,0.7332555643368,0.357521649724667,0.784927639743533,0.170926492348391,0.721056392797904,0.171861474272503,226
110,0.88527634829253,0.102818186274299,0.716391035742831,0.304125916828253,0.795207636999999,0.1607905469347,0.754025652765702,0.160313713140692,226
111,0.895379866475743,0.0989096095105772,0.720693462125298,0.255160849627334,0.800364202413599,0.306788839257822,0.721057791671926,0.0394756081744741,226
112,0.874879332221185,0.0885076536316721,0.732755927715625,0.264543889923194,0.796046947688862,0.280496226596069,0.732834375780935,0.160151702853944,226
113,0.886810580141195,0.166844703606521,0.731604167731801,0.296069506605501,0.771696268618066,0.247046496615834,0.77939037954019,0.00382781893795633,226
114,0.869379188853597,0.204976971939079,0.741276578337187,0.283830040924966,0.769033927168683,0.42350407686079,0.783534165640895,0.188632469355844,226
115,0.856736118343805,0.227552044220496,0.734013089843832,0.222938984344176,0.744353486213646,0.193831529504631,0.692336900650123,0.109518980968376,226
116,0.859790190905731,0.0769144728738533,0.742547264835589,0.195300512268343,0.770268416617613,0.284783952095409,0.724780264574317,0.0597136962811363,226
117,0.890150834921513,0.130152970510643,0.728850329642555,0.240248968461145,0.776042356996372,0.167096460580584,0.72547197835719,0.322300437451447,226
118,0.871370573754899,0.266585538697317,0.738340988403852,0.164881820488727,0.771534479124671,0.366153727424196,0.717597325879648,0.182780059603746,226
119,0.876660791036198,0.10230569026355,0.785952672885763,0.448330611953768,0.761282132512935,0.234658704879958,0.734780253857331,0.348738740815752,226
120,0.867581917817453,0.292944233413167,0.684699340881907,0.285826025707416,0.736314868931923,0.341177089289888,0.739436863418017,0.235947530912633,226
121,0.904313986601853,0.351779652890822,0.777256296948686,0.129399176884217,0.833335860663531,0.31018053293719,0.743617928176546,0.0495980253058971,226
122,0.876188953469067,0.166130737472863,0.757149916849199,0.175355369686383,0.738022695469795,0.158592315567291,0.755896090680317,0.116406449193032,226
123,0.878800055006262,0.12458583884547,0.790486544376244,0.194994630418641,0.792789552653348,0.171169955357284,0.729142711629963,0.1235466084054,226
124,0.887263864793498,0.268626903175906,0.773873759807572,0.205279448087318,0.762498641792873,0.244786621213667,0.776811505993454,0.186865872274957,226
125,0.898250616084233,0.113309643084117,0.76114166837244,0.304990902953461,0.800900298125394,0.204591541501331,0.800669162459813,0.192589988362205,226
126,0.872774652911919,0.28637751856189,0.720608108302569,0.259415275333091,0.777654245800202,0.372015839182169,0.74208244220218,0.17962102508978,226
127,0.879393209740218,0.140193618004218,0.767034810650134,0.300975524364537,0.828081216890632,0.126734448131662,0.765415563110137,0.122414201189035,226
128,0.884141220562953,0.129587025355163,0.710133368503784,0.181238450111054,0.777315904258438,0.330079572132891,0.736174680835651,-0.010293455768667,226
129,0.888444868317274,0.136255487576345,0.634678380320689,0.211979142363705,0.727760956217782,0.168516980599553,0.745214361011533,0.0496164273593457,226
130,0.880217854030772,0.203031822637522,0.699920677278934,0.261832467274308,0.77616534666098,0.293045954879825,0.774158729341662,0.162117731854537,226
131,0.902187108420005,0.132187288873085,0.75745416536102,0.161036543901569,0.808453166618323,0.254747525496914,0.705875318430408,0.0605617600726443,226
132,0.900907961141798,0.0803188500219724,0.764504917120323,0.264146972068854,0.825515939811284,0.196024894863018,0.741974937441767,0.288644286930921,226
133,0.858767954481856,0.182656349117123,0.680728093373555,0.134447601327228,0.73313122520213,0.255757421527242,0.736655022682222,0.100662188591752,226
134,0.883349733148691,0.228246497420782,0.732288398116527,0.232369864967939,0.767974260844217,0.252321557055078,0.790277389233295,0.298611422838338,226
135,0.871114821009293,0.235487457827778,0.739777672747538,0.294188485622511,0.749529712765137,0.281300013625557,0.781255035933923,0.0458090076708175,226
136,0.894699635586171,0.0691903052841229,0.756636047785187,0.271561009000771,0.781252965300005,0.213345965705665,0.727721981647296,0.169234711196272,226
137,0.88327882357364,0.0634029706705345,0.784614046266696,0.24025927185825,0.817518155720275,0.175684361900078,0.825725133001928,0.23130098992871,226
138,0.871734595214468,0.242528573691827,0.761049030817687,0.252356649332963,0.748333415427957,0.337839342705033,0.719783816173527,0.139336929421331,226
139,0.900091944895993,0.12962576006913,0.686635508302232,0.19234016785238,0.778847070423636,0.224096607764626,0.683204818495824,0.0614871722178289,226
140,0.861612008057323,0.129414288382176,0.725126563173325,0.235411567748849,0.772904914938216,0.198381067168117,0.679633360502114,0.087618337531646,226
141,0.845971223792393,0.0377889895360986,0.721850623424782,0.149290590872323,0.756297541615216,0.00200457234099172,0.793077008544123,-0.00334518160377282,226
142,0.888736438938074,0.030765979119476,0.748404512770999,0.143942445163621,0.779044225136647,0.109926867279296,0.75826422271028,0.224203660588863,226
143,0.905120571681426,0.239883226813344,0.702272541372873,0.252741714275613,0.804888692077696,0.357333820174356,0.73640461913454,0.252449672193453,226
144,0.862061400019399,0.260568135930229,0.675304625906223,0.208592258629831,0.757614951384538,0.225971167929323,0.753228680485169,0.17360674070953,226
145,0.883326796035101,0.0952955039758297,0.724082705650465,0.211948580744642,0.805685903639729,0.224490019143511,0.66671825944822,0.205755908956386,226
146,0.857995600790836,0.138012413965219,0.760745184974649,0.247319995644604,0.727693688846321,0.336239952726749,0.713348246852139,0.257784652173368,226
147,0.859943889472507,0.262935431295957,0.685456335103417,0.372204594894904,0.723554629029051,0.438905942147314,0.688536140350701,0.155948616593617,226
148,0.857565838828202,0.254700337536241,0.757800711206273,0.229690004884043,0.740420344544846,0.385793307391919,0.807017262747522,0.309241790801134,226
149,0.876989615581524,0.185240996930194,0.75946994217874,0.258497441981586,0.789548441457261,0.336046881138739,0.706124594068608,-0.108202477351618,226
150,0.868083403771491,0.222561195159701,0.751393059515297,0.344658222036663,0.764809158522234,0.305486177004267,0.775911605067004,0.286376270672408,226
151,0.900285060789474,0.196873094001285,0.732920525835104,0.287004452695436,0.818377936251108,0.326385099137432,0.721042349425845,0.169369589423474,226
152,0.86631440409888,0.148989772108502,0.803350944590021,0.275096678080874,0.79143951858601,0.263594881981977,0.806921247514146,0.156981331622192,226
153,0.894536082067172,0.134004274771093,0.806283561122447,0.283492316708606,0.822752977294053,0.402941061623236,0.79882807010849,-0.00491418850659487,226
154,0.885854281634851,0.156042127554221,0.735040304120938,0.216377244627237,0.777525453557574,0.204717980395655,0.77050040399504,0.0243051599886709,226
155,0.877875463850552,0.131464705909108,0.663540323485464,0.360142678186296,0.77334936242368,0.215545156121331,0.720260369772728,0.165796179611993,226
156,0.86214468972367,0.194038906074845,0.723351488786206,0.263008469787442,0.749302096495753,0.250915169525907,0.71213116741657,0.356719119751622,226
157,0.898445976196696,0.153777176186771,0.700612692877933,0.325195960320552,0.818317773073748,0.31114943689363,0.735386725340502,0.206921403823739,226
158,0.874769433718052,0.150760335110586,0.751163281969304,0.179704314651199,0.766077528662118,0.185427041195015,0.755010688591526,0.146300129973277,226
159,0.883503971042752,0.18821360823883,0.726868491735928,0.134338749892139,0.794452255062712,0.240632570394391,0.741137162650383,0.168107351176639,226
160,0.9000368177554,0.270631535941355,0.74104698931664,0.208696717704631,0.840438649379531,0.278743240869165,0.739737375319814,0.256941508302401,226
161,0.876543091020763,0.128931297215303,0.717366259606185,0.295175258098904,0.77841869700764,0.194238470321184,0.737133388790491,0.306363932005435,226
162,0.910724900180186,0.156188650018572,0.760018381502243,0.0699400064169155,0.79796569718705,0.260960514037915,0.739338065715527,0.106323097749669,226
163,0.871166451177146,0.12844494877627,0.732293941944098,0.136953678959885,0.743139369538966,0.226092856700948,0.777031744810518,0.0628249902181318,226
164,0.890007594683609,0.0970992176849229,0.682633085720915,0.245083181418977,0.7922587808667,0.232786717356089,0.72253550482151,0.127260452093182,226
165,0.876776971981654,0.179219672337516,0.659422431503201,0.36314011023596,0.761954930389664,0.326461505056259,0.724125533906776,0.201675190526028,226
166,0.913409578242836,0.208403544170927,0.756525602450733,0.425548418158264,0.814315839882141,0.369112298820231,0.771901174459727,0.100158058411463,226
167,0.884075876886169,0.0793301600650977,0.756768417673379,0.250232993822427,0.816161537898213,0.119146272655446,0.718766279740523,0.198115576806529,226
168,0.879715390334261,0.111109227071055,0.776000727355804,0.241416215290173,0.800920053317821,0.267548555466219,0.798703343710734,0.133380204566935,226
169,0.877262087272203,0.117452704424002,0.762520371981673,0.228553260164745,0.740108223650196,0.213418552991652,0.773418098758739,0.206367763185872,226
170,0.88326900778974,0.183747946147923,0.763371307908582,0.425064460041151,0.792233471280849,0.343951274948986,0.808975008223365,0.176502982208808,226
171,0.899552012010172,0.0308011755781625,0.701097179716299,0.340961282374087,0.781593775976084,0.257377255490504,0.682206741571743,0.102511141573052,226
172,0.884360766169068,0.224315310274372,0.732394309532189,0.325712699005981,0.773525756698809,0.414420670877752,0.705130782657417,0.171649492734322,226
173,0.876206400563913,0.241133688324572,0.688401743789589,0.171326419881113,0.763522185751547,0.295706421053725,0.710596708194761,0.0509853983551085,226
174,0.87801639098138,0.13961482934691,0.702625772204215,0.16436032564819,0.789214779702464,0.0953124477220525,0.723945836245737,0.268890883886762,226
175,0.875250116691342,0.0612275019680197,0.726396009086903,0.205606490783225,0.762710526345492,0.223235620526459,0.677985336276655,0.0344225785423163,226
176,0.866616712498372,0.226906966448441,0.694310635809897,0.23053219189808,0.775255338428359,0.276896526657914,0.764653520375907,0.164578482934591,226
177,0.885933463509566,0.154654973636155,0.708811291303733,0.15821758605151,0.769099748815197,0.148697328813914,0.725668881935068,0.185648211148759,226
178,0.874160255179285,0.11692426731204,0.775007650138392,0.232363026102627,0.7577815442878,0.265688608369811,0.760107230145415,0.0261132583486535,226
179,0.87080782917905,0.180601715898599,0.704888346600688,0.247556892802825,0.756906181769903,0.258522122510019,0.675028951678452,0.184501865787151,226
180,0.887566454812497,0.1755586105691,0.709732252102897,0.190091813816378,0.787226778761587,0.289019184599256,0.710618843409647,0.15388813901877,226
181,0.870547099959816,0.111072263938491,0.729426195009139,0.380906090098172,0.760988385955057,0.238109796983769,0.762632924004317,0.159215990954321,226
182,0.889576068229322,0.0381989401172481,0.760241224267267,0.262325043966614,0.775189884921706,0.16545977110503,0.789583903538904,0.194732635031791,226
183,0.856856658369616,0.101403118514941,0.739110634146754,0.218756566756118,0.789275744692095,0.177101190823464,0.733556686013815,0.112783215031716,226
184,0.894694804969164,0.219584979671166,0.763199842753704,0.186496235443774,0.838605218700829,0.256340341821837,0.761678259905436,0.236185356980946,226
185,0.868735489230222,0.174132489625022,0.742164933473674,0.226591046010738,0.76213282433779,0.302954144843432,0.763173208350616,0.0581026136563118,226
186,0.900897515922384,0.200576878447928,0.770890206956115,0.279350609167562,0.807808033235977,0.323545462557225,0.787873711178402,0.11398986364312,226
187,0.869833728731306,0.0270946531809462,0.756017851401882,0.178892974106776,0.753363003181117,0.250258558410027,0.757492514347261,0.159927033230743,226
188,0.873244653041663,0.254583858221545,0.727419633995827,0.171102384780831,0.734803961867911,0.325409641030919,0.75607585362622,0.135550506680097,226
189,0.892098486860054,0.150273900329935,0.719629370214596,0.309924420218074,0.816754718417804,0.112978944090972,0.752773351018777,0.145392589767614,226
190,0.887869436784679,0.140291643581678,0.761502940108398,0.373896375596031,0.804818817965044,0.283711770334488,0.812353778257655,0.151027395821813,226
191,0.874570239976089,0.172440616487704,0.742528876773364,0.286282925215399,0.782805191693912,0.212341920394557,0.734321851818188,0.204909740545467,226
192,0.882546020116887,0.155567275803324,0.746735151746685,0.172706778551772,0.79743322069761,0.264774070156837,0.68145262969737,0.0740588368092988,226
193,0.861754075464674,0.221831869916834,0.615376258888769,0.323970974810064,0.779588721316955,0.421261271366958,0.676514102171481,0.272136534654242,226
194,0.881872955226923,0.163004323664984,0.741062770670667,0.340819048939268,0.778117343838425,0.293613877484644,0.715209128719016,0.0369635920333298,226
195,0.894482695748113,0.134103974942596,0.778296254237279,0.201809428464983,0.815506882653379,0.277930807513301,0.772905332846847,0.161662957843876,226
196,0.860845282217625,0.18228150152542,0.751138586042503,0.267894499590691,0.767861568690992,0.403033794161713,0.73037491704452,-0.0416775011733643,226
197,0.878289758490024,0.0941636487527103,0.687913358492609,0.329151709115008,0.699955035347587,0.256647286412268,0.772091151684613,0.110139746623007,226
198,0.885582693497332,0.165183535329685,0.678977633053068,0.10729116696899,0.772805418175713,0.242113245915196,0.699050355008303,0.152074535822381,226
199,0.862041460164185,0.111739202045402,0.711531326105592,0.180798056718499,0.746067136794801,0.201470635500208,0.685201726332548,0.0758712175581172,226
200,0.908366278652988,0.263803536711377,0.764167276666716,0.22385702216463,0.843725352484013,0.287395685247486,0.788634456902893,0.202160802035289,226
201,0.875023721239213,0.150339792199643,0.699299775832638,0.307996363114871,0.777709647850022,0.206807727026219,0.770259214367405,0.0945456551882886,226
